,wine brand name,wine name,year,region,type,winery,price,rating,no. ratings
450,Catulliano Lugana,Catulliano Lugana 2022,2022,Lugana,0,Pratello,9.88,3.8,3939
451,Càla Verdeca del Salento,Càla Verdeca del Salento 2022,2022,Salento,0,Feudi Salentini,9.88,3.7,184
452,125 Uno Due Cinque Malvasia del Salento,125 Uno Due Cinque Malvasia del Salento 2022,2022,Salento,0,Feudi Salentini,9.88,3.8,1774
453,Ribolla Gialla,Ribolla Gialla 2022,2022,Venezia Giulia,0,Alturis,9.88,3.7,1916
454,Levarie Soave Classico,Levarie Soave Classico 2021,2021,Soave Classico,0,Masi,9.88,3.3,2712
455,Chardonnay (Monovitigno),Chardonnay (Monovitigno) 2022,2022,Venezia Giulia,0,di Lenardo,9.89,3.7,1161
456,Pinot Grigio,Pinot Grigio 2022,2022,Veneto,0,Cantina Valpantena,9.9,3.5,196
457,Pipi d'Ange,Pipi d'Ange N.V.,N.V.,Vin de France,1,La Ferme Saint Pierre,9.9,4.1,459
458,Atypique,Atypique 2021,2021,Vaucluse,0,Domaine Pique-Basse,9.9,3.8,52
459,Vouvray Sec,Vouvray Sec 2022,2022,Vouvray,0,Domaine du Clos des Aumônes,9.9,3.7,249
460,Ulma,Ulma 2019,2019,Bergerac,0,Tirecul la Gravière,9.9,3.7,59
461,Very Limoux Chardonnay,Very Limoux Chardonnay 2021,2021,Limoux,0,Anne de Joyeuse,9.9,4.0,2675
462,Orléans Blanc,Orléans Blanc 2021,2021,Orléans,0,Clos Saint Fiacre,9.9,3.5,735
463,Catarratto,Catarratto 2022,2022,Terre Siciliane,0,Tenute Orestiadi,9.9,3.7,671
464,Auxerrois Marnes,Auxerrois Marnes 2016,2016,Elzas,0,Domaine Neumeyer,9.9,4.1,29
465,Riesling Alsace Signature,Riesling Alsace Signature 2020,2020,Elzas,0,Wolfberger,9.9,3.6,1013
466,Les Bonnets Blancs,Les Bonnets Blancs 2021,2021,Muscadet-Sevre et Maine,0,Bonnet-Huteau,9.9,3.7,1190
467,Generation III Bordeaux Blanc,Generation III Bordeaux Blanc 2021,2021,Bordeaux,0,Château Thieuley,9.9,3.8,199
468,Viognier,Viognier 2022,2022,Méditerranée,0,Domaine du Bon Remède,9.9,3.5,36
469,Blanc,Blanc 2018,2018,Entre-deux-Mers,0,Château la Fleur des Graves,9.9,3.7,46
470,Prélude d'Hiver Blanc,Prélude d'Hiver Blanc 2022,2022,Côtes de Gascogne,0,Domaine Saint-Lannes,9.9,3.9,111
471,Fetească Albă,Fetească Albă 2014,2014,Dealu Mare,0,Lacerta,9.9,3.5,109
472,Délice Viognier,Délice Viognier 2022,2022,Pays d'Oc,0,Ricardelle de Lautrec,9.9,3.8,116
473,La Devèze Viognier,La Devèze Viognier 2022,2022,Vaucluse,0,Dionysos,9.9,3.7,383
474,Galets Dorés Costières-de-Nîmes,Galets Dorés Costières-de-Nîmes 2021,2021,Costières-de-Nîmes,0,Château Mourgues du Grès,9.9,3.6,2037
475,Touraine Sauvignon Blanc,Touraine Sauvignon Blanc 2021,2021,Touraine,0,Corbillières,9.9,3.8,1818
476,Marin Sauvignon,Marin Sauvignon 2022,2022,Pays d'Oc,0,Ricardelle de Lautrec,9.9,3.6,57
477,Riesling Alsace Signature,Riesling Alsace Signature 2021,2021,Elzas,0,Wolfberger,9.9,3.6,1013
478,Cirò Bianco (Segno),Cirò Bianco (Segno) 2022,2022,Cirò,0,Librandi,9.9,3.7,3343
479,Gaillac Blanc,Gaillac Blanc 2022,2022,Gaillac,0,Domaine de La Petite Tuile,9.9,3.4,36
480,Clair de Gris,Clair de Gris 2022,2022,Pays d'Oc,0,Les Jamelles,9.9,3.7,111
481,Pinot Grigio,Pinot Grigio 2021,2021,Venezia,0,Vigna Dogarina,9.9,3.8,752
482,Heresie Corbières Blanc,Heresie Corbières Blanc 2021,2021,Corbières,0,Gérard Bertrand,9.9,3.7,157
483,Chardonnay - Torrontés,Chardonnay - Torrontés 2020,2020,Tupungato,0,Domaine Bousquet,9.9,3.6,502
484,Malice Blanc,Malice Blanc 2022,2022,Côtes Catalanes,0,Mas de la Devèze,9.9,3.5,67
485,Freesia Viognier,Freesia Viognier 2022,2022,Cevennes,0,Mas d'Espanet,9.9,3.6,366
486,An 118 Coteaux de Narbonne,An 118 Coteaux de Narbonne 2021,2021,Coteaux de Narbonne,0,Gérard Bertrand,9.9,3.8,706
487,Bordeaux Blanc Sec,Bordeaux Blanc Sec 2020,2020,Bordeaux,0,Château Reynon,9.9,3.6,1840
488,Mito Soave,Mito Soave 2021,2021,Soave,0,Monte Tondo,9.9,3.7,1697
489,Le Sabina Blanc,Le Sabina Blanc 2022,2022,Côtes du Roussillon,0,Clos del Rey,9.9,3.8,161
490,Cheverny Blanc,Cheverny Blanc 2021,2021,Cheverny,0,Domaine Sauger,9.9,3.8,188
491,Sauvignon Touraine,Sauvignon Touraine 2022,2022,Touraine,0,Jousselin,9.9,3.7,365
492,Emotion Chardonnay,Emotion Chardonnay 2022,2022,Pays d'Oc,0,Ricardelle de Lautrec,9.9,3.9,29
493,Bordeaux Blanc,Bordeaux Blanc 2022,2022,Bordeaux,0,Château Bonnet,9.9,3.5,3027
494,Soleil d'Automne Côtes de Gascogne,Soleil d'Automne Côtes de Gascogne 2022,2022,Côtes de Gascogne,0,Domaine Chiroulet,9.9,4.1,1181
495,12 e Mezzo Malvasia del Salento,12 e Mezzo Malvasia del Salento 2021,2021,Salento,0,Varvaglione,9.93,3.9,5917
496,Hear No Evil Sauvignon Blanc,Hear No Evil Sauvignon Blanc 2019,2019,Adelaide Plains,0,No Evil,9.95,3.4,243
497,Falcata Blanco,Falcata Blanco 2022,2022,Valencia,0,Pago Casa Gran,9.95,4.1,1615
498,Le P'tit Chenin Anjou Blanc,Le P'tit Chenin Anjou Blanc 2022,2022,Anjou,0,Château de la Roulerie,9.95,3.7,940
499,Viognier Elisabeth,Viognier Elisabeth 2022,2022,Languedoc-Roussillon,0,Domaine de la Baume,9.95,3.8,7572
500,Viura - Chardonnay,Viura - Chardonnay 2021,2021,Vino de España,0,El Castilla,9.95,4.0,1498
501,Sauvignon Blanc,Sauvignon Blanc 2022,2022,Marlborough,0,Hans Greyl,9.95,4.2,44186
502,Côtes de Gascogne Réserve,Côtes de Gascogne Réserve 2019,2019,Côtes de Gascogne,0,Domaine du Tariquet,9.95,3.7,1407
503,Val de Montferrand Saint-Guilhem-le-Désert Blanc,Val de Montferrand Saint-Guilhem-le-Désert Blanc 2022,2022,Languedoc,0,Domaine Cavalier,9.95,3.6,314
504,Grains de Cocotte Chardonnay - Sauvignon,Grains de Cocotte Chardonnay - Sauvignon 2022,2022,Charentais,0,Domaine Grains d'Estuaire,9.95,4.0,597
505,Blanc,Blanc 2021,2021,Luberon,0,La Vieille Ferme,9.95,3.5,21158
506,Gewürztraminer,Gewürztraminer 2021,2021,De Palts,0,Gaumen Spiel,9.95,4.1,4425
507,Viamare Trebbiano - Pinot Grigio,Viamare Trebbiano - Pinot Grigio 2022,2022,Puglia,0,Cielo e Terra,9.95,4.1,3306
508,Lion's Lair Chenin Blanc,Lion's Lair Chenin Blanc 2021,2021,Swartland,0,Leeuwenkuil Family Vineyards,9.95,3.5,1330
509,Blanc,Blanc 2019,2019,Charentais,0,Domaine Cazulet,9.95,3.9,86
510,Cuvée Réne Dopff Sylvaner,Cuvée Réne Dopff Sylvaner 2018,2018,Elzas,0,Dopff & Irion,9.95,3.6,271
511,Graves Blanc,Graves Blanc 2017,2017,Graves,0,Barton & Guestier,9.95,3.3,31
512,L'Écho,L'Écho 2022,2022,Touraine,0,Clos Roussely,9.95,3.7,87
513,Les Moines Faugères Blanc,Les Moines Faugères Blanc 2022,2022,Faugères,0,Abbaye Sylva Plana,9.95,3.7,79
514,Premium Viognier,Premium Viognier 2020,2020,Pays d'Oc,0,Delbeaux,9.95,3.9,839
515,Cuvée Réne Dopff Sylvaner,Cuvée Réne Dopff Sylvaner 2019,2019,Elzas,0,Dopff & Irion,9.95,3.6,271
516,Sauvignon Blanc Les Mariés,Sauvignon Blanc Les Mariés 2022,2022,Languedoc-Roussillon,0,Domaine de la Baume,9.95,3.9,4676
517,Tradition Pinot Bianco,Tradition Pinot Bianco 2010,2010,Südtirol - Alto Adige,0,Terlan (Terlano),9.95,3.9,4377
518,Pinot Grigio delle Venezie,Pinot Grigio delle Venezie 2022,2022,delle Venezie,0,Cesari,9.95,3.9,2763
519,Sauvignon Blanc,Sauvignon Blanc 2022,2022,Murcia,0,Laderas de Romeo,9.95,4.2,1666
520,Trebbiano,Trebbiano 2019,2019,Toscane,0,Fattoria di Petrognano,9.98,3.5,150
521,Chardonnay,Chardonnay 2020,2020,Valle del Cinca,0,Nuviana,9.98,3.6,5759
522,Grillo,Grillo 2019,2019,Terre Siciliane,0,Capovero,9.98,3.4,71
523,Appassimento Grillo,Appassimento Grillo 2021,2021,Sicilia,0,NeroOro,9.99,3.9,1359
524,Guilhem Blanc,Guilhem Blanc 2021,2021,Hérault,0,Moulin de Gassac,9.99,3.6,881
525,Chardonnay Prima Nature ,Chardonnay Prima Nature  2022,2022,Pays d'Oc,0,Gérard Bertrand,10.0,3.4,534
526,Grains de Cocotte Chardonnay - Sauvignon,Grains de Cocotte Chardonnay - Sauvignon 2021,2021,Charentais,0,Domaine Grains d'Estuaire,10.0,4.0,597
527,Pinot Gris,Pinot Gris 2014,2014,Dealu Mare,0,Lacerta,10.0,3.8,56
528,Héritage Côtes du Roussillon Blanc,Héritage Côtes du Roussillon Blanc 2021,2021,Côtes du Roussillon,0,Château de Corneilla,10.0,3.5,102
529,Notes Pures,Notes Pures 2020,2020,Pézenas,0,Sainte Cécile du Parc,10.0,3.8,110
530,Buddy Chardonnay,Buddy Chardonnay 2021,2021,Pays d'Oc,0,Maison Marigny,10.0,3.5,38
531,Muscadet-Sèvre et Maine Sur Lie,Muscadet-Sèvre et Maine Sur Lie 2021,2021,Muscadet-Sevre et Maine,0,Vincent Caillé,10.0,3.8,523
532,Insolia,Insolia 2021,2021,Terre Siciliane,0,Cusumano,10.0,3.5,3550
533,Bordeaux Blanc,Bordeaux Blanc 2022,2022,Bordeaux,0,Château Marjosse,10.0,3.7,2799
534,Atypique,Atypique 2020,2020,Vaucluse,0,Domaine Pique-Basse,10.0,3.8,52
535,Chardonnay,Chardonnay 2022,2022,Vin de Savoie,0,Philippe Ravier,10.0,3.8,47
536,Benchmark Chardonnay,Benchmark Chardonnay 2019,2019,Barossa,0,Grant Burge,10.0,3.4,1477
537,Bordeaux Sec,Bordeaux Sec 2021,2021,Bordeaux Sec,0,Château Thieuley,10.0,3.6,1021
538,Luberon Blanc,Luberon Blanc 2022,2022,Luberon,0,Château de Clapier,10.0,3.3,27
539,Galets Dorés Costières-de-Nîmes,Galets Dorés Costières-de-Nîmes 2022,2022,Costières-de-Nîmes,0,Château Mourgues du Grès,10.0,3.6,2037
540,Parallèle 45 Côtes Du Rhône Blanc,Parallèle 45 Côtes Du Rhône Blanc 2020,2020,Côtes du Rhône,0,Paul Jaboulet Aîné,10.0,3.5,2557
541,Veuve Mathilde Costières-de-Nîmes,Veuve Mathilde Costières-de-Nîmes 2020,2020,Costières-de-Nîmes,0,Cave de Pazac,10.0,3.9,139
542,Chenin Blanc (Free-Run Steen),Chenin Blanc (Free-Run Steen) 2021,2021,Kuststreek,0,MAN,10.0,3.6,6115
543,Chenin Blanc (Free-Run Steen),Chenin Blanc (Free-Run Steen) 2020,2020,Kuststreek,0,MAN,10.0,3.6,6115
544,Bordeaux Blanc Sec,Bordeaux Blanc Sec 2018,2018,Bordeaux,0,Château Reynon,10.0,3.6,1840
545,Cuvée 3ème Corbieres,Cuvée 3ème Corbieres 2022,2022,Corbières,0,Domaine Py,10.05,3.9,116
546,L'Authentique Bordeaux Blanc,L'Authentique Bordeaux Blanc 2021,2021,Bordeaux,0,Château Malbat,10.05,3.7,242
547,Baldovino Trebbiano d'Abruzzo,Baldovino Trebbiano d'Abruzzo 2022,2022,Trebbiano d'Abruzzo,0,Tenuta I Fauri,10.08,3.6,152
548,Pinot Grigio (Monovitigno),Pinot Grigio (Monovitigno) 2022,2022,Venezia Giulia,0,di Lenardo,10.08,3.7,3759
549,Calavento Malvasia,Calavento Malvasia 2022,2022,Puglia,0,Conti Zecca,10.08,3.5,145
550,Müller-Thurgau,Müller-Thurgau 2022,2022,Trentino,0,Terre del Föhn,10.08,3.7,113
551,La Segreta Il Bianco,La Segreta Il Bianco 2021,2021,Sicilia,0,Planeta,10.08,3.6,11188
552,La Barbacane Sauvignon - Muscat,La Barbacane Sauvignon - Muscat 2022,2022,Pays d'Oc,0,Famille Cros Pujol,10.1,4.1,331
553,Gossip Ramato Pinot Grigio,Gossip Ramato Pinot Grigio 2022,2022,Venezia Giulia,0,di Lenardo,10.1,3.7,758
554,Le Châtelet Chardonnay - Rolle,Le Châtelet Chardonnay - Rolle 2022,2022,Pays d'Oc,0,Famille Cros Pujol,10.1,3.6,200
555,El Chardo,El Chardo 2022,2022,Vin de France,0,Les Eclaireurs,10.1,3.6,39
556,Castel Firmian Müller Thurgau Trentino,Castel Firmian Müller Thurgau Trentino 2021,2021,Trentino,0,Mezzacorona,10.11,3.5,1242
557,Côtes du Rhône Esprit Barville Blanc,Côtes du Rhône Esprit Barville Blanc 2022,2022,Côtes du Rhône,0,Brotte,10.15,3.6,273
558,Lucrezia Passerina,Lucrezia Passerina 2020,2020,Marche,0,Le Caniette,10.18,3.7,566
559,Pinot Blanc,Pinot Blanc 2020,2020,Dél-Pannónia,0,Is this it ?,10.18,3.7,506
560,Ferzo Passerina Terre di Chieti,Ferzo Passerina Terre di Chieti 2021,2021,Terre di Chieti,0,Citra,10.18,3.8,46
561,Valle delle Lame Verdicchio dei Castelli di Jesi Classico,Valle delle Lame Verdicchio dei Castelli di Jesi Classico 2022,2022,Verdicchio dei Castelli di Jesi,0,Vignamato,10.18,3.5,125
562,Montenetto di Brescia Bianco,Montenetto di Brescia Bianco 2020,2020,Montenetto di Brescia,0,Barone Pizzini,10.18,3.6,107
563,Domaine Saint-Paul Viognier - Marsanne,Domaine Saint-Paul Viognier - Marsanne 2021,2021,Pays d'Oc,0,Domaine de la Baume,10.19,3.6,49
564,Chardonnay Les Vignes de Madame,Chardonnay Les Vignes de Madame 2021,2021,Languedoc-Roussillon,0,Domaine de la Baume,10.19,3.7,4225
565,Touraine Sauvignon Blanc,Touraine Sauvignon Blanc 2020,2020,Touraine,0,J. de Villebois,10.2,4.0,89
566,La Camin de Lumet Limoux Blanc,La Camin de Lumet Limoux Blanc 2021,2021,Limoux,0,La Coume-Lumet,10.2,3.9,134
567,Sisquò Blanc,Sisquò Blanc 2022,2022,Languedoc-Roussillon,0,Château de Rey,10.2,3.8,95
568,Touraine Sauvignon Blanc,Touraine Sauvignon Blanc 2022,2022,Touraine,0,J. de Villebois,10.2,4.0,89
569,Bordeaux Blanc,Bordeaux Blanc 2019,2019,Bordeaux,0,Château du Carpia,10.2,3.8,65
570,Critone Bianco,Critone Bianco 2022,2022,Val di Neto,0,Librandi,10.21,3.9,5266
571,Colección de los Andes Torront'es,Colección de los Andes Torront'es 2021,2021,Mendoza,0,Bodega Norton,10.22,3.4,2318
572,Riesling - Sauvignon Blanc,Riesling - Sauvignon Blanc 2019,2019,Balatonboglár,0,Chapel Hill,10.22,3.3,781
573,Verdeo Verdejo,Verdeo Verdejo 2014,2014,Rueda,0,Familia Torres,10.26,3.6,7604
574,Insolia,Insolia 2021,2021,Terre Siciliane,0,Baglio di Pianetto,10.28,3.8,1916
575,Pinot Grigio,Pinot Grigio 2022,2022,Trentino,0,Terre del Föhn,10.28,3.7,184
576,Vigna di Clara Colli Martini Grechetto,Vigna di Clara Colli Martini Grechetto 2021,2021,Colli Martani,0,Napolini,10.28,3.5,113
577,Sauvignon,Sauvignon 2021,2021,Trentino,0,Villa Vescovile,10.28,3.6,203
578,Le Temps des Gitans Blanc,Le Temps des Gitans Blanc 2022,2022,Pays d'Oc,0,Mas de Janiny,10.29,3.4,402
579,Faune,Faune 2022,2022,Hérault,0,Moulin de Gassac,10.3,3.8,1078
580,Le Tendre Chardonnay - Chenin,Le Tendre Chardonnay - Chenin 2022,2022,Het Loiredal,0,Domaine de Montgilet,10.3,4.0,277
581,Côtes de Gascogne Premières Grives,Côtes de Gascogne Premières Grives 2021,2021,Côtes de Gascogne,0,Domaine du Tariquet,10.3,4.1,23210
582,Grillo,Grillo 2021,2021,Terre Siciliane,0,Adamo,10.32,4.0,82
583,Talò Chardonnay,Talò Chardonnay 2019,2019,Puglia,0,San Marzano,10.32,3.8,394
584,Verdicchio dei Castelli di Jesi Classico Arbinus,Verdicchio dei Castelli di Jesi Classico Arbinus 2021,2021,Verdicchio dei Castelli di Jesi,0,Ciù Ciù,10.32,3.7,714
585,Belvento Vermentino (I Vini Del Mare),Belvento Vermentino (I Vini Del Mare) 2022,2022,Toscane,0,Petra,10.32,3.8,1785
586,Clasico Chardonnay,Clasico Chardonnay 2020,2020,Casablanca Valley,0,Ventisquero,10.33,3.3,3414
587,Lugana Lago,Lugana Lago 2022,2022,Lugana,0,Zenato,10.34,3.6,717
588,Grüner Veltliner vom Haus,Grüner Veltliner vom Haus 2022,2022,Neder-Oostenrijk,0,Weingut R&A Pfaffl,10.35,3.9,4393
589,Orvieto Classico Superiore,Orvieto Classico Superiore 2022,2022,Orvieto Classico,0,Salviano Titignano,10.38,3.5,1326
590,Rafè Chardonnay,Rafè Chardonnay 2022,2022,Piemonte,0,Cascina Gilli,10.38,3.6,125
591,Le Piaole Verdicchio dei Castelli di Jesi Classico,Le Piaole Verdicchio dei Castelli di Jesi Classico 2021,2021,Verdicchio dei Castelli di Jesi,0,Tenuta dell'Ugolino,10.38,3.7,686
592,Garblet Suè Langhe Sauvignon,Garblet Suè Langhe Sauvignon 2019,2019,Langhe,0,Sordo,10.38,3.7,50
593,Coralto Grillo,Coralto Grillo 2022,2022,Sicilia,0,Curatolo Arini,10.38,3.6,289
594,Trentino Müller Thurgau,Trentino Müller Thurgau 2022,2022,Trentino,0,Cantina Rotaliana,10.38,3.5,122
595,Nuà Marche Bianco,Nuà Marche Bianco 2022,2022,Marche,0,Casalis Douhet,10.38,3.6,69
596,Le Nectar des Fées,Le Nectar des Fées 2019,2019,Saint-Pourçain,0,Domaine Gardien Frères,10.388333333333334,3.6,102
597,Catarratto,Catarratto 2022,2022,Terre Siciliane,0,Curatolo Arini,10.4,3.7,53
598,Tradition Riesling,Tradition Riesling 2021,2021,Elzas,0,Bannwarth,10.4,3.9,28
599,Coralto Inzolia,Coralto Inzolia 2022,2022,Sicilia,0,Curatolo Arini,10.4,3.6,78
600,Catarratto - Pinot Grigio,Catarratto - Pinot Grigio 2021,2021,Terre Siciliane,0,L'Auratae,10.4,3.6,1167
601,Tradition Riesling,Tradition Riesling 2019,2019,Elzas,0,Bannwarth,10.4,3.9,28
602,Winemaker's Collection Sauvignon Blanc,Winemaker's Collection Sauvignon Blanc 2019,2019,Balatonboglár,0,Chapel Hill,10.44,3.2,483
603,Müller Thurgau,Müller Thurgau 2018,2018,Südtirol - Alto Adige,0,Cantina Kurtatsch,10.44,3.7,905
604,Sauvignon Blanc Val de Loire,Sauvignon Blanc Val de Loire 2022,2022,Het Loiredal,0,Florian Mollet - Domaine Roc de L'Abbaye,10.45,3.9,289
605,Chenin Blanc,Chenin Blanc 2022,2022,Het Loiredal,0,Florian Mollet - Domaine Roc de L'Abbaye,10.45,4.1,37
606,Côtes-du-Rhône Blanc,Côtes-du-Rhône Blanc 2022,2022,Côtes du Rhône,0,E. Guigal,10.45,3.6,26966
607,Villa Blanche Chardonnay,Villa Blanche Chardonnay 2022,2022,Pays d'Oc,0,Calmel & Joseph,10.45,3.9,6846
608,Sorgente Lugana,Sorgente Lugana 2022,2022,Lugana,0,Citari,10.48,3.9,462
609,Pinot Bianco,Pinot Bianco 2020,2020,Südtirol - Alto Adige,0,Cantina Kurtatsch,10.48,3.7,937
610,Omnes Dies,Omnes Dies 2022,2022,Südtirol - Alto Adige,0,Abbazia di Novacella (Stiftskellerei Neustift),10.48,3.8,904
611,Pfefferer SUN,Pfefferer SUN 2022,2022,Vigneti delle Dolomiti,0,Colterenzio (Schreckbichl),10.48,3.9,427
612,Ventoux Terrasses Blanc,Ventoux Terrasses Blanc 2022,2022,Ventoux,0,Château Pesquie,10.5,3.7,1325
613,Graves Blanc,Graves Blanc 2018,2018,Graves,0,Château de Lionne,10.5,3.7,165
614,Réserve Riesling,Réserve Riesling 2021,2021,Elzas,0,Domaine Jux,10.5,3.4,274
615,Chenin Blanc (Free-Run Steen),Chenin Blanc (Free-Run Steen) 2022,2022,Kuststreek,0,MAN,10.5,3.6,6115
616,Sauvignon Blanc (Warrelwind),Sauvignon Blanc (Warrelwind) 2022,2022,West-Kaap,0,MAN,10.5,3.6,1524
617,Côtes-du-Rhône Blanc,Côtes-du-Rhône Blanc 2021,2021,Côtes du Rhône,0,E. Guigal,10.5,3.6,26966
618,Cuvée Constance Blanc,Cuvée Constance Blanc 2022,2022,Côtes Catalanes,0,Thunevin-Calvet,10.5,3.7,45
619,La Pie Colette Blanc,La Pie Colette Blanc 2016,2016,Côtes de Duras,0,Mouthes le Bihan,10.5,3.7,993
620,Château Montner Premium Côtes du Roussillon Blanc,Château Montner Premium Côtes du Roussillon Blanc 2022,2022,Côtes du Roussillon,0,Les Vignobles des Côtes d'Agly,10.5,4.0,49
621,Orléans Blanc,Orléans Blanc 2022,2022,Orléans,0,Clos Saint Fiacre,10.5,3.5,735
622,Eraus,Eraus 2021,2021,Hérault,0,Moulin de Gassac,10.5,3.7,237
623,Sauvignon Blanc (Warrelwind),Sauvignon Blanc (Warrelwind) 2021,2021,West-Kaap,0,MAN,10.5,3.6,1524
624,Eraus,Eraus 2020,2020,Hérault,0,Moulin de Gassac,10.5,3.7,237
625,Ivresse des Sens Blanc,Ivresse des Sens Blanc 2022,2022,Côtes Catalanes,0,Domaine Sol Payré,10.5,3.6,28
626,Ventoux Terrasses Blanc,Ventoux Terrasses Blanc 2021,2021,Ventoux,0,Château Pesquie,10.5,3.7,1325
627,Je Suis Tombé Par Terre,Je Suis Tombé Par Terre 2022,2022,Coteaux-d'Ensérune,0,Vila Voltaire,10.5,3.7,131
628,Bordeaux Blanc Sec,Bordeaux Blanc Sec 2022,2022,Bordeaux,0,Château Reynon,10.5,3.6,1840
629,Puech Auriol Blanc,Puech Auriol Blanc 2022,2022,Coteaux-d'Ensérune,0,Vila Voltaire,10.5,3.6,99
630,Cuvée Confidence Côtes du Rhône Blanc,Cuvée Confidence Côtes du Rhône Blanc 2022,2022,Côtes du Rhône,0,Domaine Fond Croze,10.5,3.6,166
631,Fetească Regala,Fetească Regala 2019,2019,Transsylvanië,0,Liliac,10.5,3.7,568
632,Les Hautres Terres Blanc,Les Hautres Terres Blanc 2021,2021,Vin de France,0,Domaine Les Hautes Terres,10.5,3.6,197
633,La Yose Côtes du Roussillon,La Yose Côtes du Roussillon 2022,2022,Côtes du Roussillon,0,Mas Cremat,10.5,3.7,35
634,Réserve Riesling,Réserve Riesling 2020,2020,Elzas,0,Domaine Jux,10.5,3.4,274
635,Picpoul-de-Pinet,Picpoul-de-Pinet 2020,2020,Picpoul de Pinet,0,Moulin de Gassac,10.5,3.7,1625
636,Studio Blanc,Studio Blanc 2022,2022,Provence,0,Miraval,10.5,3.7,1264
637,Chardonnay (Padstal),Chardonnay (Padstal) 2021,2021,Kuststreek,0,MAN,10.5,3.4,1389
638,Sauvignon Blanc,Sauvignon Blanc 2016,2016,Central Valley,0,Casa de Campo,10.5,3.3,387
639,Chardonnay,Chardonnay 2016,2016,Central Valley,0,Casa de Campo,10.5,3.3,79
640,Roussette de Savoie Altesse,Roussette de Savoie Altesse 2020,2020,Roussette de Savoie,0,Domaine Saint-Romain,10.5,3.6,423
641,Alcamo,Alcamo 2020,2020,Alcamo,0,Adamo,10.54,4.1,34
642,O-R Olaszrizling,O-R Olaszrizling 2019,2019,Sopron,0,Winelife,10.54,3.7,30
643,Sauvignon Blanc,Sauvignon Blanc 2020,2020,Szekszárd,0,Bodri,10.54,3.3,169
644,S* Supernova,S* Supernova 2020,2020,Sopron,0,Winelife,10.54,3.7,42
645,Foltone Est! Est!! Est!!! di Montefiascone Classico,Foltone Est! Est!! Est!!! di Montefiascone Classico 2022,2022,Est! Est!! Est!!! di Montefiascone,0,Stefanoni,10.58,3.7,252
646,Trentino Pinot Grigio,Trentino Pinot Grigio 2021,2021,Trentino,0,Cantina Rotaliana,10.58,3.5,137
647,Tupungato Passo Blanco,Tupungato Passo Blanco 2022,2022,Tupungato,0,Masi,10.58,3.5,2611
648,Trentino Chardonnay,Trentino Chardonnay 2019,2019,Trentino,0,Cantina Rotaliana,10.58,3.5,205
649,Bricco Bartolomeo,Bricco Bartolomeo 2021,2021,Colli Tortonesi,0,La Colombera - Piercarlo Semino,10.58,3.6,236
650,I Vini Della Chiusa Verdeca,I Vini Della Chiusa Verdeca 2022,2022,Salento,0,Petrelli,10.58,3.6,59
651,Tre Ripe Verdicchio dei Castelli di Jesi Classico Superiore,Tre Ripe Verdicchio dei Castelli di Jesi Classico Superiore 2021,2021,Verdicchio dei Castelli di Jesi,0,Pievalta,10.58,3.7,1234
652,Vigneti delle Dolomiti Chardonnay,Vigneti delle Dolomiti Chardonnay 2022,2022,Vigneti delle Dolomiti,0,Terre del Föhn,10.58,3.4,55
653,Vigneti delle Dolomiti Chardonnay,Vigneti delle Dolomiti Chardonnay 2019,2019,Vigneti delle Dolomiti,0,Terre del Föhn,10.58,3.4,55
654,Almodí Petit Blanc,Almodí Petit Blanc 2022,2022,Terra Alta,0,Altavins,10.58,3.6,1235
655,Custoza,Custoza 2021,2021,Bianco di Custoza,0,Giovanna Tantini,10.58,3.6,57
656,Orvieto Classico,Orvieto Classico 2021,2021,Orvieto,0,Bigi,10.6,3.4,3458
657,Côtes du Rhône Blanc,Côtes du Rhône Blanc 2022,2022,Côtes du Rhône,0,Château des Coccinelles,10.6,3.7,52
658,Arquata Bianco,Arquata Bianco 2022,2022,Montefalco,0,Adanti,10.6,3.5,183
659,Chardonnay,Chardonnay 2021,2021,Venezia,0,La Frassina,10.6,3.8,50
660,No 4 Côtes de Gascogne Gros - Petit Manseng,No 4 Côtes de Gascogne Gros - Petit Manseng 2021,2021,Côtes de Gascogne,0,Uby,10.6,4.2,8360
661,Réserve Pinot Blanc,Réserve Pinot Blanc 2021,2021,Elzas,0,Frey-Sohler,10.6,3.5,183
662,Grillo,Grillo 2017,2017,Terre Siciliane,0,Adamo,10.65,4.0,82
663,Loureiro Dócil,Loureiro Dócil 2022,2022,Vinho verde,0,Niepoort,10.67,3.8,2497
664,Vespaiolo,Vespaiolo 2020,2020,Breganze,0,Maculan,10.68,3.4,926
665,Roero Arneis,Roero Arneis 2022,2022,Roero,0,BelColle,10.68,3.8,807
666,Greco,Greco 2022,2022,Molise,0,Di Majo Norante,10.68,3.4,349
667,Monte Comon Garganega,Monte Comon Garganega 2022,2022,Veneto,0,Virgilio Vignato,10.68,3.5,84
668,Greco,Greco 2021,2021,Molise,0,Di Majo Norante,10.68,3.4,349
669,Mendola Fiano,Mendola Fiano 2022,2022,Salento,0,Conti Zecca,10.68,3.6,292
670,Cuvée des Conti,Cuvée des Conti 2021,2021,Bergerac Sec,0,Château Tour des Gendres,10.7,3.7,2399
671,Lune d'Argent,Lune d'Argent 2019,2019,Bordeaux,0,Clos des Lunes,10.7,3.7,6577
672,Terre de Safres Blanc,Terre de Safres Blanc 2022,2022,Luberon,0,Domaine le Novi,10.7,3.7,539
