,wine brand name,wine name,year,region,type,winery,price,rating,no. ratings,country
0,Riesling Alsace Grand Cru 'Schlossberg',Riesling Alsace Grand Cru 'Schlossberg' 2015,2015,alsace-grand-cru-schlossberg,0,Trimbach,74.0,4.1,256,France
1,Puligny-Montrachet,Puligny-Montrachet 2021,2021,puligny-montrachet,0,Vincent & Sophie Morey,74.0,0.0,0,France
2,Puligny-Montrachet,Puligny-Montrachet 2020,2020,puligny-montrachet,0,Domaine Philippe Pernot-Belicard,74.0,4.3,1047,France
3,Châteauneuf-du-Pape Blanc,Châteauneuf-du-Pape Blanc 2021,2021,chateauneuf-du-pape,0,Clos des Papes (Paul Avril),74.0,4.2,2211,France
4,Puligny-Montrachet La Corvée des Vignes,Puligny-Montrachet La Corvée des Vignes 2020,2020,puligny-montrachet,0,Domaine de la Vougeraie,74.0,4.3,33,France
5,Chablis Grand Cru 'Les Vaudésirs',Chablis Grand Cru 'Les Vaudésirs' 2018,2018,chablis-grand-cru-vaudesir,0,Domaine Long Depaquit,74.1,4.2,772,France
6,Saint-Aubin 1er Cru 'En Remilly',Saint-Aubin 1er Cru 'En Remilly' 2020,2020,saint-aubin-en-remilly,0,Bachelet-Monnot,74.1,4.3,374,France
7,Chablis Grand Cru 'Vaudésir',Chablis Grand Cru 'Vaudésir' 2021,2021,chablis-grand-cru-vaudesir,0,Bernard Defaix,74.7,4.2,125,France
8,Chablis Grand Cru 'Bougros',Chablis Grand Cru 'Bougros' 2021,2021,chablis-grand-cru-bougros,0,Bernard Defaix,74.7,4.2,495,France
9,Alsace Grand Cru Schoenenbourg,Alsace Grand Cru Schoenenbourg 2016,2016,alsace-grand-cru,0,Marcel Deiss,74.7,4.3,1819,France
10,Beaune 1er Cru 'Les Teurons',Beaune 1er Cru 'Les Teurons' 2021,2021,beaune-les-teurons,0,Domaine Arnoux Père & Fils,74.78,0.0,0,France
11,Coma Blanca Priorat,Coma Blanca Priorat 2016,2016,priorat,0,Mas d'en Gil,74.9,4.1,688,España
12,Un Faune Avec Son Fifre (Sous les Oliviers) Blanc,Un Faune Avec Son Fifre (Sous les Oliviers) Blanc 2014,2014,cotes-catalanes,0,Domaine du Clos des Fées,75.0,4.0,44,France
13,Chassagne-Montrachet Premier Cru,Chassagne-Montrachet Premier Cru 1995,1995,chassagne-montrachet-premier-cru,0,Louis Latour,75.0,4.1,1398,France
14,Le Village Chassagne-Montrachet,Le Village Chassagne-Montrachet 2020,2020,chassagne-montrachet,0,Edouard Delaunay,75.0,4.3,88,France
15,Meursault-Charmes 1er Cru,Meursault-Charmes 1er Cru 2020,2020,meursault-charmes,0,Bouzereau-Gruère,75.0,4.3,405,France
16,Châteauneuf-du-Pape Blanc,Châteauneuf-du-Pape Blanc 2022,2022,chateauneuf-du-pape,0,Clos des Papes (Paul Avril),75.0,4.2,2211,France
17,Monument Sémillon,Monument Sémillon 2021,2021,franschhoek,0,Alheit Vineyards,75.0,4.3,60,South Africa
18,Clos des Capucins Gewürztraminer Alsace Cuvée Laurence,Clos des Capucins Gewürztraminer Alsace Cuvée Laurence 1994,1994,alsace,0,Domaine Weinbach,75.0,4.1,674,France
19,Auxey-Duresses 'Les Clous',Auxey-Duresses 'Les Clous' 2019,2019,auxey-duresses,0,Pierre Boisson,75.0,4.2,58,France
20,Bordeaux Blanc,Bordeaux Blanc 2015,2015,bordeaux,0,Les Champs Libres,75.0,0.0,0,France
21,Riesling Alsace Grand Cru 'Schlossberg',Riesling Alsace Grand Cru 'Schlossberg' 2014,2014,alsace-grand-cru-schlossberg,0,Trimbach,75.0,4.1,256,France
22,Hermitage Blanc,Hermitage Blanc 2019,2019,hermitage,0,Domaine Belle,75.0,4.2,143,France
23,Condrieu Vernillon,Condrieu Vernillon 2021,2021,condrieu,0,Domaine Jamet,75.0,4.1,385,France
24,Clos de la Bergerie,Clos de la Bergerie 2013,2013,savennieres-roche-aux-moines,0,Nicolas Joly,75.0,4.1,2202,France
25,Riesling Alsace Grand Cru 'Schlossberg',Riesling Alsace Grand Cru 'Schlossberg' 2015,2015,alsace-grand-cru-schlossberg,0,Trimbach,74.0,4.1,256,France
26,Puligny-Montrachet,Puligny-Montrachet 2021,2021,puligny-montrachet,0,Vincent & Sophie Morey,74.0,0.0,0,France
27,Puligny-Montrachet,Puligny-Montrachet 2020,2020,puligny-montrachet,0,Domaine Philippe Pernot-Belicard,74.0,4.3,1047,France
28,Châteauneuf-du-Pape Blanc,Châteauneuf-du-Pape Blanc 2021,2021,chateauneuf-du-pape,0,Clos des Papes (Paul Avril),74.0,4.2,2211,France
29,Puligny-Montrachet La Corvée des Vignes,Puligny-Montrachet La Corvée des Vignes 2020,2020,puligny-montrachet,0,Domaine de la Vougeraie,74.0,4.3,33,France
30,Chablis Grand Cru 'Les Vaudésirs',Chablis Grand Cru 'Les Vaudésirs' 2018,2018,chablis-grand-cru-vaudesir,0,Domaine Long Depaquit,74.1,4.2,772,France
31,Saint-Aubin 1er Cru 'En Remilly',Saint-Aubin 1er Cru 'En Remilly' 2020,2020,saint-aubin-en-remilly,0,Bachelet-Monnot,74.1,4.3,374,France
32,Chablis Grand Cru 'Vaudésir',Chablis Grand Cru 'Vaudésir' 2021,2021,chablis-grand-cru-vaudesir,0,Bernard Defaix,74.7,4.2,125,France
33,Chablis Grand Cru 'Bougros',Chablis Grand Cru 'Bougros' 2021,2021,chablis-grand-cru-bougros,0,Bernard Defaix,74.7,4.2,495,France
34,Alsace Grand Cru Schoenenbourg,Alsace Grand Cru Schoenenbourg 2016,2016,alsace-grand-cru,0,Marcel Deiss,74.7,4.3,1819,France
35,Beaune 1er Cru 'Les Teurons',Beaune 1er Cru 'Les Teurons' 2021,2021,beaune-les-teurons,0,Domaine Arnoux Père & Fils,74.78,0.0,0,France
36,Coma Blanca Priorat,Coma Blanca Priorat 2016,2016,priorat,0,Mas d'en Gil,74.9,4.1,688,España
37,Un Faune Avec Son Fifre (Sous les Oliviers) Blanc,Un Faune Avec Son Fifre (Sous les Oliviers) Blanc 2014,2014,cotes-catalanes,0,Domaine du Clos des Fées,75.0,4.0,44,France
38,Chassagne-Montrachet Premier Cru,Chassagne-Montrachet Premier Cru 1995,1995,chassagne-montrachet-premier-cru,0,Louis Latour,75.0,4.1,1398,France
39,Le Village Chassagne-Montrachet,Le Village Chassagne-Montrachet 2020,2020,chassagne-montrachet,0,Edouard Delaunay,75.0,4.3,88,France
40,Meursault-Charmes 1er Cru,Meursault-Charmes 1er Cru 2020,2020,meursault-charmes,0,Bouzereau-Gruère,75.0,4.3,405,France
41,Châteauneuf-du-Pape Blanc,Châteauneuf-du-Pape Blanc 2022,2022,chateauneuf-du-pape,0,Clos des Papes (Paul Avril),75.0,4.2,2211,France
42,Monument Sémillon,Monument Sémillon 2021,2021,franschhoek,0,Alheit Vineyards,75.0,4.3,60,South Africa
43,Clos des Capucins Gewürztraminer Alsace Cuvée Laurence,Clos des Capucins Gewürztraminer Alsace Cuvée Laurence 1994,1994,alsace,0,Domaine Weinbach,75.0,4.1,674,France
44,Auxey-Duresses 'Les Clous',Auxey-Duresses 'Les Clous' 2019,2019,auxey-duresses,0,Pierre Boisson,75.0,4.2,58,France
45,Bordeaux Blanc,Bordeaux Blanc 2015,2015,bordeaux,0,Les Champs Libres,75.0,0.0,0,France
