,wine brand name,wine name,year,region,type,winery,price,rating,no. ratings,country
0,Rosso di Montalcino,Rosso di Montalcino 2019,2019,Rosso di Montalcino,0,Poggio di Sotto,72.98,4.3,4650,Italia
1,Poggiarelli Brunello di Montalcino,Poggiarelli Brunello di Montalcino 2017,2017,Brunello di Montalcino,0,Cortonesi (La Mannella),72.98,4.1,989,Italia
2,Colli di Salerno Rosso,Colli di Salerno Rosso 2015,2015,Colli di Salerno,0,Montevetrano,73.0,4.2,5352,Italia
3,La Syrare,La Syrare 2018,2018,Côtes du Vivarais,0,Domaine Gallety,73.0,4.4,750,France
4,PSI,PSI 2018,2018,Ribera del Duero,0,Dominio de Pingus,73.0,4.2,51298,España
5,Beaune Champs-Pimont 1er Cru Rouge,Beaune Champs-Pimont 1er Cru Rouge 2019,2019,Beaune Premier Cru,0,Domaine Jacques Prieur,73.0,4.2,1170,France
6,Saint-Émilion Grand Cru (Grand Cru Classé),Saint-Émilion Grand Cru (Grand Cru Classé) 2015,2015,Grand cru Saint-Émilion,0,Château La Dominique,73.0,4.1,10709,France
7,Pomerol,Pomerol 2004,2004,Pomerol,0,Château Feytit-Clinet,73.0,4.2,2280,France
8,Barolo Prapò,Barolo Prapò 2016,2016,Barolo,0,Ettore Germano,73.15,4.2,1572,Italia
9,Oléa Côte-Rôtie,Oléa Côte-Rôtie 2016,2016,Côte-Rôtie,0,Patrick Jasmin,73.2,4.4,83,France
10,Predappio Sangiovese Riserva,Predappio Sangiovese Riserva 2012,2012,Emilia-Romagna,0,Conde,73.38,3.8,555,Italia
11,Aglianico del Vulture,Aglianico del Vulture 2017,2017,Aglianico del Vulture,0,Musto Carmelitano,73.38,3.8,118,Italia
12,Serradenari Barolo,Serradenari Barolo 2018,2018,Barolo,0,Giulia Negri,73.38,4.3,984,Italia
13,Beaune 1er Cru 'Les Épenottes',Beaune 1er Cru 'Les Épenottes' 2018,2018,Beaune 1er Cru 'Les Épenotes',0,Dominique Lafon,73.44,4.0,173,France
14,Châteauneuf-du-Pape,Châteauneuf-du-Pape 2015,2015,Châteauneuf-du-Pape,0,Domaine de Marcoux,73.44,4.2,4813,France
15,Beaune 1er Cru 'Les Bressandes',Beaune 1er Cru 'Les Bressandes' 2015,2015,Beaune 1er Cru 'Les Bressandes',0,Albert Morot,73.44,4.0,730,France
16,Beaune 1er Cru 'Les Cent-Vignes',Beaune 1er Cru 'Les Cent-Vignes' 2015,2015,Beaune 1er Cru 'Les Cent Vignes',0,Albert Morot,73.44,4.0,796,France
17,Beaune 1er Cru 'Les Toussaints',Beaune 1er Cru 'Les Toussaints' 2015,2015,Beaune 1er Cru 'Les Toussaints',0,Albert Morot,73.44,3.9,791,France
18,Médoc,Médoc 1995,1995,Médoc,0,Château Potensac,73.44,3.9,20079,France
19,Nuits-Saint-Georges,Nuits-Saint-Georges 2020,2020,Nuits-Saint-Georges,0,David Duband,73.44,4.0,1871,France
