,wine brand name,wine name,year,region,type,winery,price,rating,no. ratings,country
0,Chablis Grand Cru Vaudésir,Chablis Grand Cru Vaudésir 2018,2018,Chablis Grand Cru,0,Domaine William Fèvre,152.98,4.2,814,France
1,Kalkofen G.C,Kalkofen G.C 2021,2021,De Palts,0,Dr. Bürklin-Wolf,153.1,4.4,188,Deutschland
2,Ungeheuer G.C,Ungeheuer G.C 2021,2021,De Palts,0,Dr. Bürklin-Wolf,153.1,4.3,327,Deutschland
3,Vougeot 1er Cru 'Le Clos Blanc de Vougeot' (Monopole),Vougeot 1er Cru 'Le Clos Blanc de Vougeot' (Monopole) 2020,2020,Vougeot 1er Cru 'Le Clos Blanc',0,Domaine de la Vougeraie,153.5,4.4,2968,France
4,Vougeot Premier Cru 'Les Crâs' Blanc,Vougeot Premier Cru 'Les Crâs' Blanc 2019,2019,Vougeot 1er Cru 'Les Crâs',0,Domaine Bertagna,154.08,4.3,300,France
5,Pessac-Léognan Blanc,Pessac-Léognan Blanc 2011,2011,Pessac-Léognan,0,Château Pape Clément,154.44,4.2,1892,France
6,Le Petit Cheval Bordeaux Blanc,Le Petit Cheval Bordeaux Blanc 2018,2018,Bordeaux,0,Château Cheval Blanc,155.0,4.4,816,France
7,Vaucluse Blanc,Vaucluse Blanc 2016,2016,Rasteau,0,Domaine Gourt de Mautens,155.0,4.2,362,France
8,Meursault 1er Cru 'Charmes',Meursault 1er Cru 'Charmes' 2018,2018,Meursault 1er Cru 'Charmes',0,Henri Germain & Fils,155.0,4.3,520,France
9,Ermitage Ex-Voto Blanc,Ermitage Ex-Voto Blanc 2016,2016,Hermitage,0,E. Guigal,155.0,4.3,678,France
10,Séchet Chablís Premier Cru,Séchet Chablís Premier Cru 2015,2015,Chablis Premier Cru,0,Vincent Dauvissat,155.0,4.2,853,France
11,Coume Gineste Côtes Catalanes,Coume Gineste Côtes Catalanes 2006,2006,Côtes Catalanes,0,Domaine Gauby,155.0,4.1,599,France
12,Meursault 'Les Narvaux',Meursault 'Les Narvaux' 2020,2020,Meursault,0,Domaine Michelot,155.25,4.2,675,France
13,LR,LR 2015,2015,Südtirol - Alto Adige,0,Colterenzio (Schreckbichl),155.25,4.6,512,Italia
14,Fidès,Fidès 2018,2018,Savennières,0,Eric Morgat Vigneron,155.25,4.2,1669,France
15,Antide Savagnin,Antide Savagnin 2015,2015,Côtes du Jura,0,Jean François Ganevat,156.0,4.3,248,France
16,Les Grands Teppes Vieilles Vignes,Les Grands Teppes Vieilles Vignes 2016,2016,Côtes du Jura,0,Jean François Ganevat,156.0,4.2,1044,France
17,Cuvée Orégane,Cuvée Orégane 2016,2016,Côtes du Jura,0,Jean François Ganevat,156.0,4.2,291,France
18,Puligny-Montrachet 1er Cru 'La Garenne',Puligny-Montrachet 1er Cru 'La Garenne' 2019,2019,Puligny-Montrachet 1er Cru 'La Garenne',0,Louis Jadot,156.98,4.4,446,France
19,Gorgona,Gorgona 2017,2017,Toscane,0,Frescobaldi,157.0,4.4,609,Italia
20,Meursault 1er Cru 'Charmes',Meursault 1er Cru 'Charmes' 2018,2018,Meursault 1er Cru 'Charmes',0,Ballot Millot,158.5,4.3,595,France
21,Corton-Charlemagne Grand Cru,Corton-Charlemagne Grand Cru 2020,2020,Corton-Charlemagne Grand Cru,0,Domaine Cauvard,158.5,4.1,78,France
22,Chablis Grand Cru 'Moutonne' (Monopole),Chablis Grand Cru 'Moutonne' (Monopole) 2006,2006,Chablis Grand Cru 'La Moutonne',0,Domaine Long Depaquit,158.5,4.3,2218,France
23,Chablis Grand Cru 'Moutonne' (Monopole),Chablis Grand Cru 'Moutonne' (Monopole) 2018,2018,Chablis Grand Cru 'La Moutonne',0,Domaine Long Depaquit,158.5,4.3,2218,France
24,Chablis Grand Cru 'Moutonne' (Monopole),Chablis Grand Cru 'Moutonne' (Monopole) 2015,2015,Chablis Grand Cru 'La Moutonne',0,Domaine Long Depaquit,158.5,4.3,2218,France
25,Appius,Appius 2018,2018,Südtirol - Alto Adige,0,St. Michael-Eppan,158.98,4.5,1385,Italia
26,Gorgona,Gorgona 2016,2016,Toscane,0,Frescobaldi,159.0,4.4,609,Italia
27,Ermitage Ex-Voto Blanc,Ermitage Ex-Voto Blanc 2015,2015,Hermitage,0,E. Guigal,159.0,4.3,678,France
28,Cuvée Jéhan Humblot Meursault-Porusots Premier Cru,Cuvée Jéhan Humblot Meursault-Porusots Premier Cru 2017,2017,Meursault 1er Cru 'Porusot',0,Hospices de Beaune,159.0,4.4,262,France
29,Chardonnay Limoux Aigle Royal ,Chardonnay Limoux Aigle Royal  2018,2018,Limoux,0,Gérard Bertrand,159.0,4.2,646,France
30,Meursault 1er Cru 'Les Charmes',Meursault 1er Cru 'Les Charmes' 2021,2021,Meursault 1er Cru 'Charmes',0,Rémi Jobard,159.0,4.1,147,France
31,Chardonnay Toscana,Chardonnay Toscana 2015,2015,Toscane,0,Monteverro,159.5,4.3,1157,Italia
32,Vougeot Premier Cru 'Les Crâs' Blanc,Vougeot Premier Cru 'Les Crâs' Blanc 2021,2021,Vougeot 1er Cru 'Les Crâs',0,Domaine Bertagna,160.0,4.3,300,France
33,Pessac-Léognan Blanc,Pessac-Léognan Blanc 2015,2015,Pessac-Léognan,0,Château Pape Clément,160.0,4.2,1892,France
34,Coteau de Vernon Condrieu,Coteau de Vernon Condrieu 2018,2018,Condrieu,0,Domaine Georges Vernay,162.0,4.5,2039,France
35,Morey-Saint-Denis Premier Cru Clos des Monts Luisants Vieilles Vignes,Morey-Saint-Denis Premier Cru Clos des Monts Luisants Vieilles Vignes 2018,2018,Morey-Saint-Denis Premier Cru,0,Domaine Ponsot,163.2,4.2,1188,France
36,Chardonnay Toscana,Chardonnay Toscana 2013,2013,Toscane,0,Monteverro,163.9,4.3,1157,Italia
37,Pessac-Léognan Blanc,Pessac-Léognan Blanc 2016,2016,Pessac-Léognan,0,Château Pape Clément,164.4,4.2,1892,France
38,Chassagne-Montrachet,Chassagne-Montrachet 2020,2020,Chassagne-Montrachet,0,Domaine Bernard Moreau et Fils,164.45,4.3,3294,France
39,Les Chalumeaux Puligny-Montrachet 1er Cru,Les Chalumeaux Puligny-Montrachet 1er Cru 2018,2018,Puligny-Montrachet Premier Cru,0,Matrot,164.45,4.3,1102,France
40,Meursault 'Les Tillets',Meursault 'Les Tillets' 2018,2018,Meursault,0,Jean Javillier & Fils,164.45,4.1,137,France
41,Clos Des Perrières Meursault 1er Cru,Clos Des Perrières Meursault 1er Cru 2013,2013,Meursault Premier Cru,0,Albert Grivault,165.0,4.3,1461,France
42,Meursault-Charmes 1er Cru,Meursault-Charmes 1er Cru 2016,2016,Meursault 1er Cru 'Charmes',0,Darviot-Perrin,165.4,4.3,189,France
43,Chablis Grand Cru Les Blanchots ‘La Réserve de L’Obédience’,Chablis Grand Cru Les Blanchots ‘La Réserve de L’Obédience’ 2021,2021,Chablis Grand Cru 'Blanchot',0,Domaine Laroche,166.7,4.3,2141,France
44,Le Petit Cheval Bordeaux Blanc,Le Petit Cheval Bordeaux Blanc 2019,2019,Bordeaux,0,Château Cheval Blanc,167.0,4.4,816,France
45,Ermitage Ex-Voto Blanc,Ermitage Ex-Voto Blanc 2012,2012,Hermitage,0,E. Guigal,169.0,4.3,678,France
46,Clos de la Coulée de Serrant,Clos de la Coulée de Serrant 1987,1987,Savennières-Coulée-de-Serrant,0,Nicolas Joly,169.95,4.3,8442,France
47,Meursault 'Les Grands Charrons',Meursault 'Les Grands Charrons' 2018,2018,Meursault,0,Pierre Boisson,170.0,4.4,133,France
48,Chablis Grand Cru 'Les Clos',Chablis Grand Cru 'Les Clos' 2019,2019,Chablis Grand Cru 'Les Clos',0,Domaine Long Depaquit,170.4,4.1,740,France
49,Chassagne-Montrachet 1er Cru 'La Maltroie',Chassagne-Montrachet 1er Cru 'La Maltroie' 2017,2017,Chassagne-Montrachet 1er Cru 'La Maltroie',0,Fontaine-Gagnard,171.6,4.3,786,France
50,Vieilles Vignes Roussanne,Vieilles Vignes Roussanne 2021,2021,Côtes du Rhône,0,Château de Beaucastel,172.0,4.5,824,France
51,Chablis Grand Cru 'Valmur',Chablis Grand Cru 'Valmur' 2002,2002,Chablis Grand Cru 'Valmur',0,J. Moreau & Fils,173.0,4.0,266,France
52,Condrieu,Condrieu 2015,2015,Condrieu,0,Domaine Yves Gangloff,173.0,4.5,2039,France
53,Chablis Grand Cru Les Clos,Chablis Grand Cru Les Clos 1993,1993,Chablis Grand Cru,0,Régnard,173.0,4.4,264,France
54,Condrieu,Condrieu 2014,2014,Condrieu,0,Domaine Yves Gangloff,173.0,4.5,2039,France
55,Chassagne-Montrachet 1er Cru 'Cailleret',Chassagne-Montrachet 1er Cru 'Cailleret' 2020,2020,Chassagne-Montrachet 1er Cru 'Cailleret',0,Amiot Guy,173.08,4.3,886,France
56,Meursault 1er Cru 'Genevrières',Meursault 1er Cru 'Genevrières' 2018,2018,Meursault 1er Cru 'Genevrières',0,Ballot Millot,173.9,4.2,182,France
57,Vieilles Vignes Roussanne,Vieilles Vignes Roussanne 2020,2020,Côtes du Rhône,0,Château de Beaucastel,174.0,4.5,824,France
58,Grand Fostó,Grand Fostó 2013,2013,Colli Tortonesi,0,Marina Coppi,174.28,4.3,65,Italia
59,Zeltinger Sonnenuhr Beerenauselese Riesling,Zeltinger Sonnenuhr Beerenauselese Riesling 2015,2015,Mosel,0,Markus Molitor,174.8,4.5,50,Deutschland
60,Chassagne-Montrachet 1er Cru 'Les Vergers',Chassagne-Montrachet 1er Cru 'Les Vergers' 2018,2018,Chassagne-Montrachet 1er Cru 'Les Vergers',0,Fontaine-Gagnard,174.8,4.3,976,France
61,Chassagne-Montrachet 1er Cru 'Les Vergers',Chassagne-Montrachet 1er Cru 'Les Vergers' 2020,2020,Chassagne-Montrachet 1er Cru 'Les Vergers',0,Fontaine-Gagnard,174.8,4.3,976,France
62,Chassagne-Montrachet Premier Cru 'La Grande Montagne',Chassagne-Montrachet Premier Cru 'La Grande Montagne' 2017,2017,Chassagne-Montrachet 1er Cru 'La Grande Montagne',0,Maison Pierre Brisset,174.8,4.3,88,France
63,Pinot Bianco Riserva Vorberg,Pinot Bianco Riserva Vorberg 2015,2015,Südtirol - Alto Adige,0,Terlan (Terlano),174.8,4.2,9426,Italia
64,Chassagne-Montrachet 1er Cru 'La Maltroie',Chassagne-Montrachet 1er Cru 'La Maltroie' 2020,2020,Chassagne-Montrachet 1er Cru 'La Maltroie',0,Fontaine-Gagnard,174.8,4.3,786,France
65,Meursault 'Les Grands Charrons',Meursault 'Les Grands Charrons' 2020,2020,Meursault,0,Pierre Boisson,175.0,4.4,133,France
66,Ermitage Ex-Voto Blanc,Ermitage Ex-Voto Blanc 2020,2020,Hermitage,0,E. Guigal,175.0,4.3,678,France
67,Cuvée de la Centaurée Meursault Charmes Premier Cru,Cuvée de la Centaurée Meursault Charmes Premier Cru 2018,2018,Meursault 1er Cru 'Charmes',0,Laurent Ponsot,175.0,4.2,83,France
68,Hermitage La Chapelle Blanc,Hermitage La Chapelle Blanc 2014,2014,Hermitage,0,Paul Jaboulet Aîné,175.0,4.0,131,France
69,Vaíllons Chablís 1er Cru,Vaíllons Chablís 1er Cru 2015,2015,Chablis 1er Cru 'Vaillons',0,Vincent Dauvissat,178.0,4.2,1554,France
70,Corton-Charlemagne Grand Cru,Corton-Charlemagne Grand Cru 2017,2017,Corton-Charlemagne Grand Cru,0,Domaine Bertagna,179.0,4.3,244,France
71,Les Grands Teppes Vieilles Vignes,Les Grands Teppes Vieilles Vignes 2015,2015,Côtes du Jura,0,Jean François Ganevat,179.0,4.2,1044,France
72,Chassagne-Montrachet 1er Cru 'Les Embazées',Chassagne-Montrachet 1er Cru 'Les Embazées' 2017,2017,Chassagne-Montrachet 1er Cru 'Les Embazées',0,Chartron et Trébuchet,179.9,4.4,267,France
73,Puligny-Montrachet Premier Cru 'La Truffière',Puligny-Montrachet Premier Cru 'La Truffière' 2016,2016,Puligny-Montrachet 1er Cru 'La Truffière',0,Bruno Colin,180.0,4.3,505,France
74,Côtes du Rhône Réservé Blanc,Côtes du Rhône Réservé Blanc 2000,2000,Côtes du Rhône,0,Château des Tours,180.0,4.0,771,France
75,Cuvée de la Centaurée Meursault Charmes Premier Cru,Cuvée de la Centaurée Meursault Charmes Premier Cru 2019,2019,Meursault 1er Cru 'Charmes',0,Laurent Ponsot,183.0,4.2,83,France
76,Corton-Charlemagne Grand Cru Blanc,Corton-Charlemagne Grand Cru Blanc 2018,2018,Corton-Charlemagne Grand Cru,0,Maison Capitain-Gagnerot,185.0,4.4,304,France
77,Silex,Silex 2020,2020,Pouilly-Fumé,0,Didier Dagueneau (Louis-Benjamin Dagueneau),185.0,4.5,8447,France
78,Aile d'Argent Blanc Bordeaux,Aile d'Argent Blanc Bordeaux 2018,2018,Bordeaux,0,Château Mouton Rothschild,185.15,4.2,4807,France
79,Bourgogne Chardonnay,Bourgogne Chardonnay 2019,2019,Bourgogne,0,Jean-Claude Ramonet,185.15,3.9,620,France
80,Toscana Batar,Toscana Batar 2011,2011,Toscane,0,Querciabella,185.15,4.3,4219,Italia
81,Chassagne-Montrachet Premier Cru 'La Grande Montagne',Chassagne-Montrachet Premier Cru 'La Grande Montagne' 2019,2019,Chassagne-Montrachet 1er Cru 'La Grande Montagne',0,Maison Pierre Brisset,185.15,4.3,88,France
82,Clos de la Coulée de Serrant,Clos de la Coulée de Serrant 2017,2017,Savennières-Coulée-de-Serrant,0,Nicolas Joly,185.15,4.3,8442,France
83,Clos de la Coulée de Serrant,Clos de la Coulée de Serrant 2020,2020,Savennières-Coulée-de-Serrant,0,Nicolas Joly,185.15,4.3,8442,France
84,Pino & Toi,Pino & Toi 1990,1990,Breganze,0,Maculan,185.15,3.5,539,Italia
85,Chablis Grand Cru Les Clos,Chablis Grand Cru Les Clos 2005,2005,Chablis Grand Cru 'Les Clos',0,Domaine William Fèvre,185.15,4.3,3022,France
