,wine brand name,wine name,year,region,type,winery,price,rating,no. ratings,country
0,Côtes du Rhône Villages Rasteau,Côtes du Rhône Villages Rasteau 2014,2014,rasteau,0,Domaine Gourt de Mautens,78,4.2,2275,France
1,Auxey-Duresses Premier Cru,Auxey-Duresses Premier Cru 2020,2020,auxey-duresses-premier-cru,0,Comte Armand,78,4.0,962,France
2,La Brunelle Gevrey-Chambertin,La Brunelle Gevrey-Chambertin 2018,2018,gevrey-chambertin,0,Henri Rebourseau,78,4.1,64,France
3,La Giroflarie Côte-Rôtie,La Giroflarie Côte-Rôtie 2017,2017,cote-rotie,0,Patrick Jasmin,78,4.2,1222,France
4,Kupe Single Vineyard Pinot Noir,Kupe Single Vineyard Pinot Noir 2020,2020,martinborough,0,Escarpment Vineyard,78,4.1,681,New Zealand
5,Côte-Rôtie 'La Viallière',Côte-Rôtie 'La Viallière' 2020,2020,cote-rotie,0,Bonserine,78,4.2,1062,France
6,La Brulade Bandol,La Brulade Bandol 2018,2018,bandol,0,Domaine de la Bégude,78,4.1,375,France
7,Pauillac (Grand Cru Classé),Pauillac (Grand Cru Classé) 2013,2013,pauillac,0,Château Duhart-Milon,78,4.3,21028,France
8,Chemin de Moscou Reflet,Chemin de Moscou Reflet 2020,2020,vin-de-pays-doc,0,Gayda,78,3.9,29,France
9,Beaune 1er Cru 'Les Tuvilains',Beaune 1er Cru 'Les Tuvilains' 2020,2020,beaune-les-tuvilains,0,Domaine des Croix,78,4.0,36,France
10,Saint-Emilion Grand Cru,Saint-Emilion Grand Cru 2000,2000,st-emilion-grand-cru,0,Château Saint-Domingue,78,4.2,107,France
11,Aloxe-Corton Premier Cru 'Clos du Chapître',Aloxe-Corton Premier Cru 'Clos du Chapître' 2020,2020,aloxe-corton-clos-du-chapitre,0,Domaine Génot-Boulanger,78,4.3,334,France
12,Dry Red No. 1,Dry Red No. 1 2016,2016,yarra-valley,0,Yarra Yering,78,4.3,3892,Australia
13,Nuits-Saint-Georges,Nuits-Saint-Georges 2020,2020,nuits-saint-georges,0,Remoriquet,78,3.9,259,France
14,Reserva Especial,Reserva Especial N.V.,N.V.,gard,1,Roc d'Anglade,78,4.1,216,France
15,Pomerol,Pomerol 2018,2018,pomerol,0,Château Vray Croix de Gay,78,4.2,1918,France
16,Siepi,Siepi 2017,2017,tuscany,0,Mazzei,78,4.4,8171,Italia
17,Dry Red No. 2,Dry Red No. 2 2015,2015,yarra-valley,0,Yarra Yering,78,4.3,1972,Australia
18,Barbaresco,Barbaresco 2017,2017,barbaresco,0,Pio Cesare,78,4.2,8429,Italia
19,Pomerol,Pomerol 2017,2017,pomerol,0,Château Nénin,78,4.1,9437,France
20,Saint-Émilion Grand Cru (Premier Grand Cru Classé),Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2011,2011,st-emilion-grand-cru,0,Château Trotte Vieille,78,4.2,3627,France
