,wine brand name,wine name,year,region,type,winery,price,rating,no. ratings,country
0,Santenay 'Les Charmes Dessus',Santenay 'Les Charmes Dessus' 2019,2019,santenay,0,Bachelet-Monnot,49,4.0,109,France
1,Vieilles Vignes Volnay 'Le Village',Vieilles Vignes Volnay 'Le Village' 2018,2018,volnay-le-village,0,Edouard Delaunay,49,4.1,27,France
2,Marsannay Rouge,Marsannay Rouge 2020,2020,marsannay,0,Domaine Bruno Clair,49,4.0,969,France
3,Beaune Bressandes Premier Cru,Beaune Bressandes Premier Cru 1999,1999,beaune-les-bressandes,0,Domaine Charles Allexant,49,3.9,167,France
4,Saint-Émilion Grand Cru (Grand Cru Classé),Saint-Émilion Grand Cru (Grand Cru Classé) 2011,2011,st-emilion-grand-cru,0,Château Villemaurine,49,4.1,4164,France
5,Les Moulins de mon Coeur,Les Moulins de mon Coeur 2020,2020,languedoc,0,Mylène Bru,49,3.8,167,France
6,Margaux (Grand Cru Classé),Margaux (Grand Cru Classé) 2013,2013,margaux,0,Château Boyd-Cantenac,49,4.1,6541,France
7,Saint-Émilion Grand Cru (Grand Cru Classé),Saint-Émilion Grand Cru (Grand Cru Classé) 2020,2020,st-emilion-grand-cru,0,Château Villemaurine,49,4.1,4164,France
8,Servoisine Givry 1er Cru Rouge,Servoisine Givry 1er Cru Rouge 2015,2015,givry-servoisine,0,Joblot,49,4.0,2039,France
9,Connétable Talbot Saint-Julien,Connétable Talbot Saint-Julien 2010,2010,saint-julien,0,Château Talbot,49,4.0,13908,France
10,Pessac-Léognan (Grand Cru Classé de Graves),Pessac-Léognan (Grand Cru Classé de Graves) 2018,2018,pessac-leognan,0,Château de Fieuzal,49,4.1,15035,France
11,Saint-Julien (Grand Cru Classé),Saint-Julien (Grand Cru Classé) 2013,2013,saint-julien,0,Château Langoa Barton,49,4.2,11796,France
12,Saint-Émilion Grand Cru (Grand Cru Classé),Saint-Émilion Grand Cru (Grand Cru Classé) 2018,2018,st-emilion-grand-cru,0,Château Berliquet,49,4.0,3332,France
13,Clos Marole Givry 1er Cru,Clos Marole Givry 1er Cru 2016,2016,givry-clos-marole,0,Joblot,49,4.0,849,France
14,Chassagne-Montrachet Rouge,Chassagne-Montrachet Rouge 2020,2020,chassagne-montrachet,0,Jean-Marc Morey,49,4.0,477,France
15,Les Premières Faugères,Les Premières Faugères 2016,2016,faugeres,0,Bardi d'Alquier,49,3.8,1009,France
16,Pommard 'Les Perrières',Pommard 'Les Perrières' 2021,2021,pommard,0,Sébastien Magnien,49,4.1,332,France
17,Chevalier de Lascombes Margaux,Chevalier de Lascombes Margaux 2000,2000,margaux,0,Château Lascombes,49,3.8,8105,France
18,Châteauneuf-du-Pape Cuvée Paule Courtil,Châteauneuf-du-Pape Cuvée Paule Courtil 2013,2013,chateauneuf-du-pape,0,Domaine l'Or de Line,49,4.2,165,France
19,Rebelle Cornas,Rebelle Cornas 2020,2020,cornas,0,David Reynaud,49,4.1,403,France
