,wine brand name,wine name,year,region,type,winery,price,rating,no. ratings,country
0,Virgen Malbec,Virgen Malbec 2021,2021,Tupungato,0,Domaine Bousquet,15.44,3.7,855,Argentina
1,Montagne Saint-Émilion,Montagne Saint-Émilion 2019,2019,Montagne-Saint-Émilion,0,Château La Fleur Plaisance,15.44,3.6,1329,France
2,Saint-Émilion,Saint-Émilion 2019,2019,Saint-Émilion,0,Chateau Melin,15.44,3.5,763,France
3,Les Rouillères,Les Rouillères 2021,2021,Saint-Nicolas-de-Bourgueil,0,Frederic Mabileau,15.45,3.7,1717,France
4,Sant'Andrea,Sant'Andrea 2013,2013,Colli Tortonesi,0,Marina Coppi,15.48,3.9,535,Italia
5,Chianti Colli Senesi Riserva,Chianti Colli Senesi Riserva 2016,2016,Chianti Colli Senesi,0,Tenuta di Petriolo,15.48,4.2,39,Italia
6,Il Falcone Riserva Castel del Monte,Il Falcone Riserva Castel del Monte 2014,2014,Castel del Monte,0,Rivera,15.48,3.8,8358,Italia
7,Novello di Teroldego,Novello di Teroldego 2022,2022,Vigneti delle Dolomiti,0,Zeni,15.48,3.8,130,Italia
8,Lalande-de-Pomerol,Lalande-de-Pomerol 2022,2022,Lalande-de-Pomerol,0,Château Siaurac,15.48,3.9,4246,France
9,Teroldego Rotaliano,Teroldego Rotaliano 2019,2019,Teroldego Rotaliano,0,Fedrizzi Cipriano,15.48,3.6,221,Italia
10,Groppello di Revo El Zeremia,Groppello di Revo El Zeremia 2020,2020,Trentino-Zuid-Tirol,0,El Zeremia,15.48,3.8,188,Italia
11,La Danza del Fauno,La Danza del Fauno 2020,2020,Toscane,0,Guido Gualandi,15.48,3.7,54,Italia
12,Vigna Tecc Dogliani Superiore,Vigna Tecc Dogliani Superiore 2021,2021,Dogliani,0,Luigi Einaudi,15.48,3.8,2167,Italia
13,Référence Rouge,Référence Rouge 2017,2017,Vinsobres,0,Domaine Jaume,15.5,3.9,726,France
14,Cléo Languedoc,Cléo Languedoc 2021,2021,Languedoc-Roussillon,0,Mas des Brousses,15.5,3.8,26,France
15,L'Hérétique Coteaux du Salagou,L'Hérétique Coteaux du Salagou 2018,2018,Hérault,0,Mas des Chimères,15.5,3.6,242,France
16,Montagne Saint-Emilion,Montagne Saint-Emilion 2018,2018,Montagne-Saint-Émilion,0,Château Enclos de Bayard,15.5,3.9,79,France
17,La Galine,La Galine 2019,2019,Minervois La Livinière,0,Domaine Combe Blanche,15.5,3.8,177,France
18,EX Arena Brigitte Chevalier,EX Arena Brigitte Chevalier 2021,2021,Faugères,0,Cébène,15.5,3.9,547,France
19,Lansade Terrasses du Larzac Rouge,Lansade Terrasses du Larzac Rouge 2018,2018,Languedoc,0,Château de Jonquières,15.5,3.8,261,France
20,Chapelle de Potensac Médoc,Chapelle de Potensac Médoc 2019,2019,Médoc,0,Château Potensac,15.5,3.7,9457,France
21,La Seigneurie Anjou,La Seigneurie Anjou 2019,2019,Anjou,0,Château de Bois Brinçon,15.5,3.7,163,France
22,Cru Classé Côtes de Provence Rouge,Cru Classé Côtes de Provence Rouge 2021,2021,Côtes de Provence,0,Château Sainte Marguerite,15.5,3.8,354,France
23,Moulis,Moulis 2018,2018,Moulis-en-Médoc,0,Château Bouqueyran,15.5,3.7,1219,France
24,Le Dauphin d'Olivier Pessac-Léognan,Le Dauphin d'Olivier Pessac-Léognan 2013,2013,Pessac-Léognan,0,Château Olivier,15.5,3.9,2419,France
25,Saint-Émilion Grand Cru,Saint-Émilion Grand Cru 2012,2012,Grand cru Saint-Émilion,0,Château Jaugue Blanc,15.541666666666666,3.9,51,France
26,Pinot Noir,Pinot Noir 2018,2018,Eger,0,Gál Tibor,15.55,3.4,1135,Magyarország
27,Valpolicella Superiore,Valpolicella Superiore 2020,2020,Valpolicella,0,Allegrini,15.55,3.7,7989,Italia
28,Valpolicella Superiore,Valpolicella Superiore 2018,2018,Valpolicella,0,Allegrini,15.55,3.7,7989,Italia
29,Médoc,Médoc 2015,2015,Médoc,0,Château de Panigon,15.56,3.7,3398,France
30,Duca Fedele Valpolicella,Duca Fedele Valpolicella 2022,2022,Valpolicella,0,Massimago,15.57,3.9,377,Italia
31,Pinot Nero,Pinot Nero 2021,2021,Breganze,0,Maculan,15.58,3.5,1325,Italia
32,Sand Lagrein,Sand Lagrein 2022,2022,Südtirol - Alto Adige,0,Nals Margreid,15.58,3.8,666,Italia
33,Merlot - Cabernet Sauvignon Brentino,Merlot - Cabernet Sauvignon Brentino 2020,2020,Breganze,0,Maculan,15.58,3.7,4029,Italia
34,Marzemino Cornorotto,Marzemino Cornorotto 2018,2018,Breganze,0,Maculan,15.58,3.7,242,Italia
35,Terre di San Leonardo,Terre di San Leonardo 2019,2019,Vigneti delle Dolomiti,0,San Leonardo,15.58,3.7,8808,Italia
36,Ronan by Clinet Bordeaux Merlot Selection,Ronan by Clinet Bordeaux Merlot Selection 2018,2018,Bordeaux,0,Château Clinet,15.58,3.9,40,France
37,Castellinaldo Barbera d'Alba,Castellinaldo Barbera d'Alba 2020,2020,Barbera d’Alba,0,Baracco de Baracho,15.58,3.8,42,Italia
38,Duca Fedele Valpolicella,Duca Fedele Valpolicella 2021,2021,Valpolicella,0,Massimago,15.58,3.9,377,Italia
39,Giovanni,Giovanni 2015,2015,Todi,0,Peppucci,15.58,3.9,235,Italia
40,Les Gravilices St Nicolas de Bourgueil,Les Gravilices St Nicolas de Bourgueil 2019,2019,Saint-Nicolas-de-Bourgueil,0,Domaine Amirault,15.6,3.8,542,France
41,Clos du Causse,Clos du Causse 2019,2019,Minervois La Livinière,0,Domaine Combe Blanche,15.6,3.8,58,France
42,Les Jardiniers Rouge,Les Jardiniers Rouge 2019,2019,Languedoc,0,Domaine Peter Sichel,15.6,4.0,60,France
43,Languedoc,Languedoc 2021,2021,Languedoc,0,Les Vignes Oubliées,15.6,3.7,558,France
44,Listrac-Médoc,Listrac-Médoc 2016,2016,Listrac-Médoc,0,Château Fourcas Dupré,15.6,3.7,8886,France
45,Fleurie Grandes Mises,Fleurie Grandes Mises 2019,2019,Fleurie,0,Mommessin,15.6,3.9,80,France
46,Vieilles Vignes Haut-Médoc,Vieilles Vignes Haut-Médoc 2015,2015,Haut-Médoc,0,Château Bertrand Braneyre,15.6,3.9,2882,France
47,Beau Site Fronsac,Beau Site Fronsac 2015,2015,Fronsac,0,Château Magondeau,15.6,3.8,468,France
48,Pecharmant,Pecharmant 2020,2020,Pécharmant,0,Château des Lys,15.6,3.8,250,France
49,Les Galets de la Têt Syrah,Les Galets de la Têt Syrah 2021,2021,Côtes du Roussillon,0,Domaine Rière Cadène,15.6,3.8,87,France
