,wine brand name,wine name,year,region,type,winery,price,rating,no. ratings,country
0,Saint-Estèphe,Saint-Estèphe 2003,2003,saint-estephe,0,Château Le Boscq,48,3.9,5834,France
1,Moulis-en-Médoc,Moulis-en-Médoc 1997,1997,moulis-en-medoc,0,Château Chasse-Spleen,48,4.0,31165,France
2,Beaune 1er Cru 'Les Aigrots',Beaune 1er Cru 'Les Aigrots' 2017,2017,beaune-les-aigrots,0,Vincent Girardin,48,4.0,25,France
3,La Plus Jolie Côtes du Roussillon Villages,La Plus Jolie Côtes du Roussillon Villages 2018,2018,cotes-du-roussillon-villages,0,Domaine Modat,48,4.3,157,France
4,Beaune Bressandes Premier Cru,Beaune Bressandes Premier Cru 2003,2003,beaune-les-bressandes,0,Domaine Charles Allexant,48,3.9,167,France
5,Volnay,Volnay 2017,2017,volnay,0,Domaine Faiveley,48,3.8,58,France
6,Marsannay 'Longeroies',Marsannay 'Longeroies' 2018,2018,marsannay,0,René Bouvier,48,3.9,272,France
7,Simon Pic Saint Loup,Simon Pic Saint Loup 2010,2010,pic-saint-loup,0,Clos Marie,48,3.9,2556,France
8,Raaigras Grenache,Raaigras Grenache 2020,2020,swartland,0,Badenhorst,48,4.0,342,South Africa
9,Cadillac Côtes de Bordeaux Rouge,Cadillac Côtes de Bordeaux Rouge 2017,2017,cadillac-cotes-de-bordeaux,0,Château Lagrange,48,3.5,268,France
10,Haut-Médoc,Haut-Médoc 2019,2019,haut-medoc,0,Closeries des Moussis,48,3.9,420,France
11,Saint-Émilion Grand Cru (Grand Cru Classé),Saint-Émilion Grand Cru (Grand Cru Classé) 2012,2012,st-emilion-grand-cru,0,Château Villemaurine,48,4.1,4164,France
12,GSM,GSM 2019,2019,barossa-valley,0,Utopos,48,4.3,163,Australia
13,Pommard,Pommard 2018,2018,pommard,0,Domaine Boris Champy,48,4.1,48,France
14,Pauillac (Grand Cru Classé),Pauillac (Grand Cru Classé) 2014,2014,pauillac,0,Château Lynch-Moussas,48,4.1,18087,France
15,L'Ecriture,L'Ecriture 2013,2013,terasses-du-larzac,0,Le Mas de l'Ecriture,48,4.1,260,France
16,Pomerol,Pomerol 2016,2016,pomerol,0,Château Mazeyres,48,4.0,5989,France
17,Mt. Jefferson Cuvée Pinot Noir,Mt. Jefferson Cuvée Pinot Noir 2019,2019,willamette-valley,0,Cristom,48,4.1,11401,United States
18,Outre Terre Saumur-Champigny,Outre Terre Saumur-Champigny 2018,2018,saumur-champigny,0,Domaine des Roches Neuves,48,3.9,274,France
19,Châteauneuf-du-Pape,Châteauneuf-du-Pape 2017,2017,chateauneuf-du-pape,0,Château La Nerthe,48,4.2,22513,France
20,Pommard,Pommard 2019,2019,pommard,0,Domaine Boris Champy,48,4.1,48,France
21,Cabernet Sauvignon,Cabernet Sauvignon 2017,2017,stellenbosch,0,Kanonkop,48,4.2,8190,South Africa
22,Margaux (Grand Cru Classé),Margaux (Grand Cru Classé) 2018,2018,margaux,0,Château Prieuré-Lichine,48,4.2,21016,France
23,Légendes,Légendes 2016,2016,gres-de-montpellier,0,Château Haut Blanville,48,4.2,286,France
24,Saint-Joseph La Sensonne,Saint-Joseph La Sensonne 2016,2016,saint-joseph,0,Coursodon,48,4.2,410,France
25,Saint-Estèphe,Saint-Estèphe 2003,2003,saint-estephe,0,Château Le Boscq,48,3.9,5834,France
26,Moulis-en-Médoc,Moulis-en-Médoc 1997,1997,moulis-en-medoc,0,Château Chasse-Spleen,48,4.0,31165,France
27,Beaune 1er Cru 'Les Aigrots',Beaune 1er Cru 'Les Aigrots' 2017,2017,beaune-les-aigrots,0,Vincent Girardin,48,4.0,25,France
28,La Plus Jolie Côtes du Roussillon Villages,La Plus Jolie Côtes du Roussillon Villages 2018,2018,cotes-du-roussillon-villages,0,Domaine Modat,48,4.3,157,France
29,Beaune Bressandes Premier Cru,Beaune Bressandes Premier Cru 2003,2003,beaune-les-bressandes,0,Domaine Charles Allexant,48,3.9,167,France
30,Marsannay 'Longeroies',Marsannay 'Longeroies' 2018,2018,marsannay,0,René Bouvier,48,3.9,272,France
31,Simon Pic Saint Loup,Simon Pic Saint Loup 2010,2010,pic-saint-loup,0,Clos Marie,48,3.9,2556,France
32,Volnay,Volnay 2017,2017,volnay,0,Domaine Faiveley,48,3.8,58,France
33,Raaigras Grenache,Raaigras Grenache 2020,2020,swartland,0,Badenhorst,48,4.0,342,South Africa
34,Pommard,Pommard 2018,2018,pommard,0,Domaine Boris Champy,48,4.1,48,France
35,GSM,GSM 2019,2019,barossa-valley,0,Utopos,48,4.3,163,Australia
36,Cadillac Côtes de Bordeaux Rouge,Cadillac Côtes de Bordeaux Rouge 2017,2017,cadillac-cotes-de-bordeaux,0,Château Lagrange,48,3.5,268,France
37,Saint-Émilion Grand Cru (Grand Cru Classé),Saint-Émilion Grand Cru (Grand Cru Classé) 2012,2012,st-emilion-grand-cru,0,Château Villemaurine,48,4.1,4164,France
38,Haut-Médoc,Haut-Médoc 2019,2019,haut-medoc,0,Closeries des Moussis,48,3.9,420,France
39,Pauillac (Grand Cru Classé),Pauillac (Grand Cru Classé) 2014,2014,pauillac,0,Château Lynch-Moussas,48,4.1,18087,France
40,L'Ecriture,L'Ecriture 2013,2013,terasses-du-larzac,0,Le Mas de l'Ecriture,48,4.1,260,France
41,Mt. Jefferson Cuvée Pinot Noir,Mt. Jefferson Cuvée Pinot Noir 2019,2019,willamette-valley,0,Cristom,48,4.1,11401,United States
42,Pommard,Pommard 2019,2019,pommard,0,Domaine Boris Champy,48,4.1,48,France
43,Outre Terre Saumur-Champigny,Outre Terre Saumur-Champigny 2018,2018,saumur-champigny,0,Domaine des Roches Neuves,48,3.9,274,France
44,Pomerol,Pomerol 2016,2016,pomerol,0,Château Mazeyres,48,4.0,5989,France
45,Cabernet Sauvignon,Cabernet Sauvignon 2017,2017,stellenbosch,0,Kanonkop,48,4.2,8190,South Africa
46,Châteauneuf-du-Pape,Châteauneuf-du-Pape 2017,2017,chateauneuf-du-pape,0,Château La Nerthe,48,4.2,22513,France
47,Margaux (Grand Cru Classé),Margaux (Grand Cru Classé) 2018,2018,margaux,0,Château Prieuré-Lichine,48,4.2,21016,France
48,Légendes,Légendes 2016,2016,gres-de-montpellier,0,Château Haut Blanville,48,4.2,286,France
49,Saint-Joseph La Sensonne,Saint-Joseph La Sensonne 2016,2016,saint-joseph,0,Coursodon,48,4.2,410,France
50,Saint-Estèphe,Saint-Estèphe 2003,2003,saint-estephe,0,Château Le Boscq,48,3.9,5834,France
51,Moulis-en-Médoc,Moulis-en-Médoc 1997,1997,moulis-en-medoc,0,Château Chasse-Spleen,48,4.0,31165,France
52,Beaune 1er Cru 'Les Aigrots',Beaune 1er Cru 'Les Aigrots' 2017,2017,beaune-les-aigrots,0,Vincent Girardin,48,4.0,25,France
53,La Plus Jolie Côtes du Roussillon Villages,La Plus Jolie Côtes du Roussillon Villages 2018,2018,cotes-du-roussillon-villages,0,Domaine Modat,48,4.3,157,France
54,Beaune Bressandes Premier Cru,Beaune Bressandes Premier Cru 2003,2003,beaune-les-bressandes,0,Domaine Charles Allexant,48,3.9,167,France
55,Volnay,Volnay 2017,2017,volnay,0,Domaine Faiveley,48,3.8,58,France
56,Marsannay 'Longeroies',Marsannay 'Longeroies' 2018,2018,marsannay,0,René Bouvier,48,3.9,272,France
57,Simon Pic Saint Loup,Simon Pic Saint Loup 2010,2010,pic-saint-loup,0,Clos Marie,48,3.9,2556,France
58,Raaigras Grenache,Raaigras Grenache 2020,2020,swartland,0,Badenhorst,48,4.0,342,South Africa
59,Cadillac Côtes de Bordeaux Rouge,Cadillac Côtes de Bordeaux Rouge 2017,2017,cadillac-cotes-de-bordeaux,0,Château Lagrange,48,3.5,268,France
60,Haut-Médoc,Haut-Médoc 2019,2019,haut-medoc,0,Closeries des Moussis,48,3.9,420,France
61,Saint-Émilion Grand Cru (Grand Cru Classé),Saint-Émilion Grand Cru (Grand Cru Classé) 2012,2012,st-emilion-grand-cru,0,Château Villemaurine,48,4.1,4164,France
62,GSM,GSM 2019,2019,barossa-valley,0,Utopos,48,4.3,163,Australia
63,Pommard,Pommard 2018,2018,pommard,0,Domaine Boris Champy,48,4.1,48,France
64,Pauillac (Grand Cru Classé),Pauillac (Grand Cru Classé) 2014,2014,pauillac,0,Château Lynch-Moussas,48,4.1,18087,France
65,L'Ecriture,L'Ecriture 2013,2013,terasses-du-larzac,0,Le Mas de l'Ecriture,48,4.1,260,France
66,Pomerol,Pomerol 2016,2016,pomerol,0,Château Mazeyres,48,4.0,5989,France
67,Mt. Jefferson Cuvée Pinot Noir,Mt. Jefferson Cuvée Pinot Noir 2019,2019,willamette-valley,0,Cristom,48,4.1,11401,United States
68,Outre Terre Saumur-Champigny,Outre Terre Saumur-Champigny 2018,2018,saumur-champigny,0,Domaine des Roches Neuves,48,3.9,274,France
69,Châteauneuf-du-Pape,Châteauneuf-du-Pape 2017,2017,chateauneuf-du-pape,0,Château La Nerthe,48,4.2,22513,France
70,Pommard,Pommard 2019,2019,pommard,0,Domaine Boris Champy,48,4.1,48,France
71,Cabernet Sauvignon,Cabernet Sauvignon 2017,2017,stellenbosch,0,Kanonkop,48,4.2,8190,South Africa
72,Margaux (Grand Cru Classé),Margaux (Grand Cru Classé) 2018,2018,margaux,0,Château Prieuré-Lichine,48,4.2,21016,France
73,Légendes,Légendes 2016,2016,gres-de-montpellier,0,Château Haut Blanville,48,4.2,286,France
74,Saint-Joseph La Sensonne,Saint-Joseph La Sensonne 2016,2016,saint-joseph,0,Coursodon,48,4.2,410,France
75,Saint-Estèphe,Saint-Estèphe 2003,2003,saint-estephe,0,Château Le Boscq,48,3.9,5834,France
76,Moulis-en-Médoc,Moulis-en-Médoc 1997,1997,moulis-en-medoc,0,Château Chasse-Spleen,48,4.0,31165,France
77,Beaune 1er Cru 'Les Aigrots',Beaune 1er Cru 'Les Aigrots' 2017,2017,beaune-les-aigrots,0,Vincent Girardin,48,4.0,25,France
78,La Plus Jolie Côtes du Roussillon Villages,La Plus Jolie Côtes du Roussillon Villages 2018,2018,cotes-du-roussillon-villages,0,Domaine Modat,48,4.3,157,France
79,Beaune Bressandes Premier Cru,Beaune Bressandes Premier Cru 2003,2003,beaune-les-bressandes,0,Domaine Charles Allexant,48,3.9,167,France
80,Volnay,Volnay 2017,2017,volnay,0,Domaine Faiveley,48,3.8,58,France
81,Marsannay 'Longeroies',Marsannay 'Longeroies' 2018,2018,marsannay,0,René Bouvier,48,3.9,272,France
82,Simon Pic Saint Loup,Simon Pic Saint Loup 2010,2010,pic-saint-loup,0,Clos Marie,48,3.9,2556,France
83,Raaigras Grenache,Raaigras Grenache 2020,2020,swartland,0,Badenhorst,48,4.0,342,South Africa
84,Cadillac Côtes de Bordeaux Rouge,Cadillac Côtes de Bordeaux Rouge 2017,2017,cadillac-cotes-de-bordeaux,0,Château Lagrange,48,3.5,268,France
85,Haut-Médoc,Haut-Médoc 2019,2019,haut-medoc,0,Closeries des Moussis,48,3.9,420,France
86,Saint-Émilion Grand Cru (Grand Cru Classé),Saint-Émilion Grand Cru (Grand Cru Classé) 2012,2012,st-emilion-grand-cru,0,Château Villemaurine,48,4.1,4164,France
87,GSM,GSM 2019,2019,barossa-valley,0,Utopos,48,4.3,163,Australia
88,Pommard,Pommard 2018,2018,pommard,0,Domaine Boris Champy,48,4.1,48,France
89,Pauillac (Grand Cru Classé),Pauillac (Grand Cru Classé) 2014,2014,pauillac,0,Château Lynch-Moussas,48,4.1,18087,France
90,L'Ecriture,L'Ecriture 2013,2013,terasses-du-larzac,0,Le Mas de l'Ecriture,48,4.1,260,France
91,Pomerol,Pomerol 2016,2016,pomerol,0,Château Mazeyres,48,4.0,5989,France
92,Mt. Jefferson Cuvée Pinot Noir,Mt. Jefferson Cuvée Pinot Noir 2019,2019,willamette-valley,0,Cristom,48,4.1,11401,United States
93,Outre Terre Saumur-Champigny,Outre Terre Saumur-Champigny 2018,2018,saumur-champigny,0,Domaine des Roches Neuves,48,3.9,274,France
94,Châteauneuf-du-Pape,Châteauneuf-du-Pape 2017,2017,chateauneuf-du-pape,0,Château La Nerthe,48,4.2,22513,France
95,Pommard,Pommard 2019,2019,pommard,0,Domaine Boris Champy,48,4.1,48,France
96,Cabernet Sauvignon,Cabernet Sauvignon 2017,2017,stellenbosch,0,Kanonkop,48,4.2,8190,South Africa
97,Margaux (Grand Cru Classé),Margaux (Grand Cru Classé) 2018,2018,margaux,0,Château Prieuré-Lichine,48,4.2,21016,France
98,Légendes,Légendes 2016,2016,gres-de-montpellier,0,Château Haut Blanville,48,4.2,286,France
99,Saint-Joseph La Sensonne,Saint-Joseph La Sensonne 2016,2016,saint-joseph,0,Coursodon,48,4.2,410,France
100,Saint-Estèphe,Saint-Estèphe 2003,2003,saint-estephe,0,Château Le Boscq,48,3.9,5834,France
101,Moulis-en-Médoc,Moulis-en-Médoc 1997,1997,moulis-en-medoc,0,Château Chasse-Spleen,48,4.0,31165,France
102,Beaune 1er Cru 'Les Aigrots',Beaune 1er Cru 'Les Aigrots' 2017,2017,beaune-les-aigrots,0,Vincent Girardin,48,4.0,25,France
103,La Plus Jolie Côtes du Roussillon Villages,La Plus Jolie Côtes du Roussillon Villages 2018,2018,cotes-du-roussillon-villages,0,Domaine Modat,48,4.3,157,France
104,Beaune Bressandes Premier Cru,Beaune Bressandes Premier Cru 2003,2003,beaune-les-bressandes,0,Domaine Charles Allexant,48,3.9,167,France
105,Volnay,Volnay 2017,2017,volnay,0,Domaine Faiveley,48,3.8,58,France
106,Marsannay 'Longeroies',Marsannay 'Longeroies' 2018,2018,marsannay,0,René Bouvier,48,3.9,272,France
107,Simon Pic Saint Loup,Simon Pic Saint Loup 2010,2010,pic-saint-loup,0,Clos Marie,48,3.9,2556,France
108,Raaigras Grenache,Raaigras Grenache 2020,2020,swartland,0,Badenhorst,48,4.0,342,South Africa
109,Cadillac Côtes de Bordeaux Rouge,Cadillac Côtes de Bordeaux Rouge 2017,2017,cadillac-cotes-de-bordeaux,0,Château Lagrange,48,3.5,268,France
110,Haut-Médoc,Haut-Médoc 2019,2019,haut-medoc,0,Closeries des Moussis,48,3.9,420,France
111,Saint-Émilion Grand Cru (Grand Cru Classé),Saint-Émilion Grand Cru (Grand Cru Classé) 2012,2012,st-emilion-grand-cru,0,Château Villemaurine,48,4.1,4164,France
112,GSM,GSM 2019,2019,barossa-valley,0,Utopos,48,4.3,163,Australia
113,Pommard,Pommard 2018,2018,pommard,0,Domaine Boris Champy,48,4.1,48,France
114,Pauillac (Grand Cru Classé),Pauillac (Grand Cru Classé) 2014,2014,pauillac,0,Château Lynch-Moussas,48,4.1,18087,France
