,wine brand name,wine name,year,region,type,winery,price,rating,no. ratings,country
0,Chassagne-Montrachet Rouge,Chassagne-Montrachet Rouge 2008,2008,chassagne-montrachet,0,Bouchard Aîné & Fils,79.0,3.8,68,France
1,Pomerol,Pomerol 2008,2008,pomerol,0,Château Guillot Clauzel,79.0,4.2,530,France
2,Valmezzane Amarone della Valpolicella,Valmezzane Amarone della Valpolicella 2013,2013,amarone-della-valpolicella,0,Corte Sant'Alda,79.0,4.4,806,Italia
3,Gevrey-Chambertin,Gevrey-Chambertin 2018,2018,gevrey-chambertin,0,Domaine Trapet,79.0,4.2,7179,France
4,Saint-Estèphe (Grand Cru Classé),Saint-Estèphe (Grand Cru Classé) 2001,2001,saint-estephe,0,Château Lafon-Rochet,79.0,4.1,20158,France
5,Vigneto Monte Sant'Urbano Amarone della Valpolicella Classico,Vigneto Monte Sant'Urbano Amarone della Valpolicella Classico 2016,2016,amarone-della-valpolicella-classico,0,Speri,79.0,4.4,17542,Italia
6,Toro,Toro 2017,2017,toro,0,Pintia,79.0,4.4,61058,España
7,Domaine Cambrien La Pleiade,Domaine Cambrien La Pleiade 2015,2015,central-victoria,0,M. Chapoutier,79.0,4.2,453,Australia
8,Côtes du Rhône Villages Rasteau,Côtes du Rhône Villages Rasteau 2013,2013,rasteau,0,Domaine Gourt de Mautens,79.0,4.2,2275,France
9,Les Lavières Savigny-lès-Beaune 1er Cru,Les Lavières Savigny-lès-Beaune 1er Cru 2018,2018,savigny-les-beaune-les-lavieres,0,Chandon de Briailles,79.0,4.0,1186,France
10,Pessac-Léognan (Grand Cru Classé de Graves),Pessac-Léognan (Grand Cru Classé de Graves) 2009,2009,pessac-leognan,0,Château de Fieuzal,79.0,4.1,15035,France
11,Margaux (Grand Cru Classé),Margaux (Grand Cru Classé) 2016,2016,margaux,0,Château Durfort-Vivens,79.0,4.1,10871,France
12,Gevrey-Chambertin Vigne Belle,Gevrey-Chambertin Vigne Belle 2018,2018,gevrey-chambertin,0,Domaine Thierry Mortet,79.0,4.1,653,France
13,Margaux (Grand Cru Classé),Margaux (Grand Cru Classé) 2019,2019,margaux,0,Château Lascombes,79.0,4.3,23511,France
14,Margaux (Grand Cru Classé),Margaux (Grand Cru Classé) 2018,2018,margaux,0,Château d'Issan,79.0,4.2,15806,France
15,Pomerol,Pomerol 1998,1998,pomerol,0,Château Haut-Tropchaud,79.0,4.4,1296,France
16,Volnay 1er Cru 'Les Brouillards',Volnay 1er Cru 'Les Brouillards' 2020,2020,volnay-les-brouillards,0,Lucien Boillot & Fils,79.0,4.1,145,France
17,Chambolle-Musigny,Chambolle-Musigny 2020,2020,chambolle-musigny,0,Domaine Thierry Mortet,79.0,4.0,152,France
18,Chambolle-Musigny Les Quarante Ouvrées,Chambolle-Musigny Les Quarante Ouvrées 2019,2019,chambolle-musigny,0,Philippe Chéron,79.0,4.1,183,France
19,Nuits-Saint-Georges Premier Cru 'Les Procès',Nuits-Saint-Georges Premier Cru 'Les Procès' 2013,2013,nuits-saint-georges-les-proces,0,David Duband,79.0,4.0,391,France
20,Alter Ego de Château Palmer,Alter Ego de Château Palmer 2019,2019,margaux,0,Chateau Palmer,79.0,4.3,18183,France
21,Château Haut-Bailly (Cru Classé de Graves),Château Haut-Bailly (Cru Classé de Graves) 2013,2013,pessac-leognan,0,Château Haut-Bailly,79.0,4.2,14193,France
22,Pàtrimo,Pàtrimo 2016,2016,campania,0,Feudi di San Gregorio,79.0,4.2,1825,Italia
23,Terlo Vigna Costa Grimaldi Barolo,Terlo Vigna Costa Grimaldi Barolo 2016,2016,barolo,0,Luigi Einaudi,79.15,4.2,2492,Italia
24,Pomerol,Pomerol 2019,2019,pomerol,0,Château Feytit-Clinet,79.2,4.2,2282,France
