,wine brand name,wine name,year,region,type,winery,price,rating,no. ratings,country
0,Pernand-Vergelesses Les Vergelesses 1er Cru,Pernand-Vergelesses Les Vergelesses 1er Cru 2017,2017,Pernand-Vergelesses Premier Cru,0,Chanson,41.28,4.1,1084,France
1,Pinot Nero Riserva Matan,Pinot Nero Riserva Matan 2020,2020,Südtirol - Alto Adige,0,Pfitscher,41.28,4.0,1067,Italia
2,C Cape Blend,C Cape Blend 2016,2016,Stellenbosch,0,Idiom,41.3,4.2,1377,South Africa
3,Volnay,Volnay 2018,2018,Volnay,0,Domaine Jean Vaudoisey,41.3,3.7,129,France
4,Margaux,Margaux 2020,2020,Margaux,0,Château La Gurgue,41.3,3.9,3564,France
5,Costa del Salmino Ghemme Riserva,Costa del Salmino Ghemme Riserva 2017,2017,Ghemme,0,Rovellotti,41.38,4.2,599,Italia
6,Pessac-Léognan,Pessac-Léognan 2014,2014,Pessac-Léognan,0,Château Lespault Martillac,41.4,4.0,2284,France
7,Langhe Nebbiolo,Langhe Nebbiolo 2020,2020,Langhe,0,Livia Fontana,41.4,3.7,586,Italia
8,Vieilles Vignes Fixin,Vieilles Vignes Fixin 2017,2017,Fixin,0,Domaine Humbert Frères,41.4,4.1,248,France
9,Connétable Talbot Saint-Julien,Connétable Talbot Saint-Julien 2014,2014,Saint-Julien,0,Château Talbot,41.45,4.0,13899,France
10,Pauillac,Pauillac 2020,2020,Pauillac,0,Château Julia,41.5,3.9,352,France
11,Pomerol,Pomerol 2016,2016,Pomerol,0,Château Cantelauze,41.5,4.2,708,France
12,Vieilles Vignes Côtes du Roussillon Villages,Vieilles Vignes Côtes du Roussillon Villages 2016,2016,Côtes du Roussillon Villages,0,Domaine Gauby,41.5,3.9,2031,France
13,Côte de Nuits Villages Clos du Chapeau,Côte de Nuits Villages Clos du Chapeau 2021,2021,Côte de Nuits Villages,0,Domaine de l'Arlot,41.5,4.0,748,France
14,Harmonie Chinon,Harmonie Chinon 2019,2019,Chinon,0,Pascal Lambert,41.58,4.1,114,France
15,Allégorie Cornas,Allégorie Cornas 2020,2020,Cornas,0,Domaine Christophe Pichon,41.6,4.1,425,France
16,Aigle Royal Pinot Noir,Aigle Royal Pinot Noir 2011,2011,Pays d'Oc,0,Gérard Bertrand,41.6,4.1,313,France
17,Omaggio a Quintino Sella Lessona,Omaggio a Quintino Sella Lessona 2008,2008,Lessona,0,Tenute Sella,41.6,4.1,553,Italia
18,Allégorie Cornas,Allégorie Cornas 2019,2019,Cornas,0,Domaine Christophe Pichon,41.6,4.1,425,France
19,Saint-Estèphe,Saint-Estèphe 2016,2016,Saint-Estèphe,0,Château de Pez,41.6,4.0,15467,France
20,Mercurey 1er Cru 'Les Velley',Mercurey 1er Cru 'Les Velley' 2021,2021,Mercurey 1er Cru 'Les Velley',0,Château d'Etroyes,41.6,3.9,158,France
21,Alma Mater,Alma Mater 2020,2020,Beaujolais,0,Jean-Claude Lapalu,41.7,4.0,275,France
22,Contrada Rampante Etna Rosso,Contrada Rampante Etna Rosso 2017,2017,De Etna,0,Pietradolce,41.75,4.0,3179,Italia
23,Brunello di Montalcino,Brunello di Montalcino 2018,2018,Brunello di Montalcino,0,Ciacci Piccolomini d'Aragona,41.78,4.3,11494,Italia
