,wine brand name,wine name,year,region,type,winery,price,rating,no. ratings
471,Fer de Soif Mansois Marcillac,Fer de Soif Mansois Marcillac 2022,2022,Marcillac,0,Lionel Osmin & Cie,12.9,3.8,196
472,Grande Recolté Rouge,Grande Recolté Rouge 2019,2019,Côtes de Provence,0,Château de Berne,12.9,3.4,215
473,Cuvée Les Cancres,Cuvée Les Cancres 2019,2019,Vin de France,0,Les Grands Enfants,12.9,3.9,55
474,Melting Potes,Melting Potes 2021,2021,Vin de France,0,Sérol,12.9,3.8,150
475,Les Monestiers Syrah Collines Rhodaniennes,Les Monestiers Syrah Collines Rhodaniennes 2019,2019,Collines Rhodaniennes,0,David Reynaud,12.9,3.6,898
476,La Pierre Figée,La Pierre Figée 2020,2020,Coteaux du Libron,0,Domaine d'Emile et Rose,12.9,3.7,102
477,Le Caprice de Clémentine Rouge,Le Caprice de Clémentine Rouge 2021,2021,Côtes de Provence,0,Château Les Valentines,12.9,3.8,588
478,Collezzione Rouge,Collezzione Rouge 2020,2020,Ile de Beaute,0,Domaine Vecchio,12.9,3.7,281
479,Groslot Rouge,Groslot Rouge 2020,2020,Vin de France,0,Domaine Les Grandes Vignes - Vaillant,12.9,3.7,956
480,Cabernet Breton,Cabernet Breton 2020,2020,Anjou,0,Domaine Les Grandes Vignes - Vaillant,12.9,3.9,333
481,Les Culottes Collioure,Les Culottes Collioure 2021,2021,Collioure,0,Le Dominicain,12.9,3.8,178
482,Riseis Montepulciano d'Abruzzo,Riseis Montepulciano d'Abruzzo 2020,2020,Montepulciano d’Abruzzo,0,Agriverde,12.9,3.6,888
483,Bordeaux,Bordeaux 2015,2015,Bordeaux,0,Château Compassant,12.9,3.9,467
484,Silice Malbec Cahors,Silice Malbec Cahors 2021,2021,Cahors,0,Château Les Croisille,12.9,3.8,1178
485,Bout d'Zan,Bout d'Zan 2021,2021,Côtes du Rhône,0,Mas de Libian,12.9,3.7,2575
486,Le Petit,Le Petit 2021,2021,Hérault,0,Clos Maïa,12.9,3.5,503
487,You Fuck My Wine,You Fuck My Wine 2021,2021,Vin de France,0,Mas del Périé - Fabien Jouves,12.9,3.7,2732
488,Saumur Champigny,Saumur Champigny 2020,2020,Saumur-Champigny,0,Château de Villeneuve,12.9,3.8,3004
489,Reserve Malbec,Reserve Malbec 2019,2019,Mendoza,0,Trivento,12.9,3.6,83250
490,Le Petit Derna,Le Petit Derna 2018,2018,Aude,0,Domaine de Dernacueillette,12.9,3.9,675
491,Potet Régnié,Potet Régnié 2021,2021,Régnié,0,Dubost,12.9,3.4,68
492,Lirac Rouge,Lirac Rouge 2021,2021,Lirac,0,Rocca Maura - Les Vignerons de Roquemaure,12.9,3.5,428
493,Grés de Montpellier,Grés de Montpellier 2018,2018,Languedoc,0,Clos de l'Amandaie,12.9,3.7,465
494,Cuvée Montplaisir,Cuvée Montplaisir 2019,2019,Côtes-du-Rhône-Villages 'Valréas',0,Château Montplaisir,12.9,3.9,109
495,Réserve du Mas Les Baux de Provence,Réserve du Mas Les Baux de Provence 2020,2020,Les Baux-de-Provence,0,Mas de la Dame,12.9,3.8,874
496,Grande Recolté Rouge,Grande Recolté Rouge 2019,2019,Côtes de Provence,0,Château de Berne,12.9,3.4,215
497,Fer de Soif Mansois Marcillac,Fer de Soif Mansois Marcillac 2022,2022,Marcillac,0,Lionel Osmin & Cie,12.9,3.8,196
498,Cuvée Les Cancres,Cuvée Les Cancres 2019,2019,Vin de France,0,Les Grands Enfants,12.9,3.9,55
499,Melting Potes,Melting Potes 2021,2021,Vin de France,0,Sérol,12.9,3.8,150
500,Les Monestiers Syrah Collines Rhodaniennes,Les Monestiers Syrah Collines Rhodaniennes 2019,2019,Collines Rhodaniennes,0,David Reynaud,12.9,3.6,898
501,La Pierre Figée,La Pierre Figée 2020,2020,Coteaux du Libron,0,Domaine d'Emile et Rose,12.9,3.7,102
502,Le Caprice de Clémentine Rouge,Le Caprice de Clémentine Rouge 2021,2021,Côtes de Provence,0,Château Les Valentines,12.9,3.8,588
503,Collezzione Rouge,Collezzione Rouge 2020,2020,Ile de Beaute,0,Domaine Vecchio,12.9,3.7,281
504,Groslot Rouge,Groslot Rouge 2020,2020,Vin de France,0,Domaine Les Grandes Vignes - Vaillant,12.9,3.7,956
505,Cabernet Breton,Cabernet Breton 2020,2020,Anjou,0,Domaine Les Grandes Vignes - Vaillant,12.9,3.9,333
506,Les Culottes Collioure,Les Culottes Collioure 2021,2021,Collioure,0,Le Dominicain,12.9,3.8,178
507,Riseis Montepulciano d'Abruzzo,Riseis Montepulciano d'Abruzzo 2020,2020,Montepulciano d’Abruzzo,0,Agriverde,12.9,3.6,888
508,Bordeaux,Bordeaux 2015,2015,Bordeaux,0,Château Compassant,12.9,3.9,467
509,Silice Malbec Cahors,Silice Malbec Cahors 2021,2021,Cahors,0,Château Les Croisille,12.9,3.8,1178
510,Bout d'Zan,Bout d'Zan 2021,2021,Côtes du Rhône,0,Mas de Libian,12.9,3.7,2575
511,Le Petit,Le Petit 2021,2021,Hérault,0,Clos Maïa,12.9,3.5,503
512,You Fuck My Wine,You Fuck My Wine 2021,2021,Vin de France,0,Mas del Périé - Fabien Jouves,12.9,3.7,2732
513,Saumur Champigny,Saumur Champigny 2020,2020,Saumur-Champigny,0,Château de Villeneuve,12.9,3.8,3004
514,Reserve Malbec,Reserve Malbec 2019,2019,Mendoza,0,Trivento,12.9,3.6,83250
515,Le Petit Derna,Le Petit Derna 2018,2018,Aude,0,Domaine de Dernacueillette,12.9,3.9,675
516,Potet Régnié,Potet Régnié 2021,2021,Régnié,0,Dubost,12.9,3.4,68
517,Lirac Rouge,Lirac Rouge 2021,2021,Lirac,0,Rocca Maura - Les Vignerons de Roquemaure,12.9,3.5,428
518,Grés de Montpellier,Grés de Montpellier 2018,2018,Languedoc,0,Clos de l'Amandaie,12.9,3.7,465
519,Cuvée Montplaisir,Cuvée Montplaisir 2019,2019,Côtes-du-Rhône-Villages 'Valréas',0,Château Montplaisir,12.9,3.9,109
520,Réserve du Mas Les Baux de Provence,Réserve du Mas Les Baux de Provence 2020,2020,Les Baux-de-Provence,0,Mas de la Dame,12.9,3.8,874
521,Grande Recolté Rouge,Grande Recolté Rouge 2019,2019,Côtes de Provence,0,Château de Berne,12.9,3.4,215
522,Fer de Soif Mansois Marcillac,Fer de Soif Mansois Marcillac 2022,2022,Marcillac,0,Lionel Osmin & Cie,12.9,3.8,196
523,Cuvée Les Cancres,Cuvée Les Cancres 2019,2019,Vin de France,0,Les Grands Enfants,12.9,3.9,55
524,Melting Potes,Melting Potes 2021,2021,Vin de France,0,Sérol,12.9,3.8,150
525,Les Monestiers Syrah Collines Rhodaniennes,Les Monestiers Syrah Collines Rhodaniennes 2019,2019,Collines Rhodaniennes,0,David Reynaud,12.9,3.6,898
526,La Pierre Figée,La Pierre Figée 2020,2020,Coteaux du Libron,0,Domaine d'Emile et Rose,12.9,3.7,102
527,Le Caprice de Clémentine Rouge,Le Caprice de Clémentine Rouge 2021,2021,Côtes de Provence,0,Château Les Valentines,12.9,3.8,588
528,Collezzione Rouge,Collezzione Rouge 2020,2020,Ile de Beaute,0,Domaine Vecchio,12.9,3.7,281
529,Groslot Rouge,Groslot Rouge 2020,2020,Vin de France,0,Domaine Les Grandes Vignes - Vaillant,12.9,3.7,956
530,Les Culottes Collioure,Les Culottes Collioure 2021,2021,Collioure,0,Le Dominicain,12.9,3.8,178
531,Cabernet Breton,Cabernet Breton 2020,2020,Anjou,0,Domaine Les Grandes Vignes - Vaillant,12.9,3.9,333
532,Riseis Montepulciano d'Abruzzo,Riseis Montepulciano d'Abruzzo 2020,2020,Montepulciano d’Abruzzo,0,Agriverde,12.9,3.6,888
533,Bordeaux,Bordeaux 2015,2015,Bordeaux,0,Château Compassant,12.9,3.9,467
534,Silice Malbec Cahors,Silice Malbec Cahors 2021,2021,Cahors,0,Château Les Croisille,12.9,3.8,1178
535,Bout d'Zan,Bout d'Zan 2021,2021,Côtes du Rhône,0,Mas de Libian,12.9,3.7,2575
536,Le Petit,Le Petit 2021,2021,Hérault,0,Clos Maïa,12.9,3.5,503
537,You Fuck My Wine,You Fuck My Wine 2021,2021,Vin de France,0,Mas del Périé - Fabien Jouves,12.9,3.7,2732
538,Saumur Champigny,Saumur Champigny 2020,2020,Saumur-Champigny,0,Château de Villeneuve,12.9,3.8,3004
539,Reserve Malbec,Reserve Malbec 2019,2019,Mendoza,0,Trivento,12.9,3.6,83250
540,Le Petit Derna,Le Petit Derna 2018,2018,Aude,0,Domaine de Dernacueillette,12.9,3.9,675
541,Potet Régnié,Potet Régnié 2021,2021,Régnié,0,Dubost,12.9,3.4,68
542,Lirac Rouge,Lirac Rouge 2021,2021,Lirac,0,Rocca Maura - Les Vignerons de Roquemaure,12.9,3.5,428
543,Grés de Montpellier,Grés de Montpellier 2018,2018,Languedoc,0,Clos de l'Amandaie,12.9,3.7,465
544,Cuvée Montplaisir,Cuvée Montplaisir 2019,2019,Côtes-du-Rhône-Villages 'Valréas',0,Château Montplaisir,12.9,3.9,109
545,Réserve du Mas Les Baux de Provence,Réserve du Mas Les Baux de Provence 2020,2020,Les Baux-de-Provence,0,Mas de la Dame,12.9,3.8,874
546,Grande Recolté Rouge,Grande Recolté Rouge 2019,2019,Côtes de Provence,0,Château de Berne,12.9,3.4,215
547,Fer de Soif Mansois Marcillac,Fer de Soif Mansois Marcillac 2022,2022,Marcillac,0,Lionel Osmin & Cie,12.9,3.8,196
548,Cuvée Les Cancres,Cuvée Les Cancres 2019,2019,Vin de France,0,Les Grands Enfants,12.9,3.9,55
549,Melting Potes,Melting Potes 2021,2021,Vin de France,0,Sérol,12.9,3.8,150
550,Les Monestiers Syrah Collines Rhodaniennes,Les Monestiers Syrah Collines Rhodaniennes 2019,2019,Collines Rhodaniennes,0,David Reynaud,12.9,3.6,898
551,La Pierre Figée,La Pierre Figée 2020,2020,Coteaux du Libron,0,Domaine d'Emile et Rose,12.9,3.7,102
552,Le Caprice de Clémentine Rouge,Le Caprice de Clémentine Rouge 2021,2021,Côtes de Provence,0,Château Les Valentines,12.9,3.8,588
553,Collezzione Rouge,Collezzione Rouge 2020,2020,Ile de Beaute,0,Domaine Vecchio,12.9,3.7,281
554,Groslot Rouge,Groslot Rouge 2020,2020,Vin de France,0,Domaine Les Grandes Vignes - Vaillant,12.9,3.7,956
555,Les Culottes Collioure,Les Culottes Collioure 2021,2021,Collioure,0,Le Dominicain,12.9,3.8,178
556,Cabernet Breton,Cabernet Breton 2020,2020,Anjou,0,Domaine Les Grandes Vignes - Vaillant,12.9,3.9,333
557,Riseis Montepulciano d'Abruzzo,Riseis Montepulciano d'Abruzzo 2020,2020,Montepulciano d’Abruzzo,0,Agriverde,12.9,3.6,888
558,Bordeaux,Bordeaux 2015,2015,Bordeaux,0,Château Compassant,12.9,3.9,467
559,Silice Malbec Cahors,Silice Malbec Cahors 2021,2021,Cahors,0,Château Les Croisille,12.9,3.8,1178
560,Bout d'Zan,Bout d'Zan 2021,2021,Côtes du Rhône,0,Mas de Libian,12.9,3.7,2575
561,Le Petit,Le Petit 2021,2021,Hérault,0,Clos Maïa,12.9,3.5,503
562,You Fuck My Wine,You Fuck My Wine 2021,2021,Vin de France,0,Mas del Périé - Fabien Jouves,12.9,3.7,2732
563,Saumur Champigny,Saumur Champigny 2020,2020,Saumur-Champigny,0,Château de Villeneuve,12.9,3.8,3004
564,Reserve Malbec,Reserve Malbec 2019,2019,Mendoza,0,Trivento,12.9,3.6,83250
565,Le Petit Derna,Le Petit Derna 2018,2018,Aude,0,Domaine de Dernacueillette,12.9,3.9,675
566,Potet Régnié,Potet Régnié 2021,2021,Régnié,0,Dubost,12.9,3.4,68
567,Lirac Rouge,Lirac Rouge 2021,2021,Lirac,0,Rocca Maura - Les Vignerons de Roquemaure,12.9,3.5,428
568,Grés de Montpellier,Grés de Montpellier 2018,2018,Languedoc,0,Clos de l'Amandaie,12.9,3.7,465
569,Cuvée Montplaisir,Cuvée Montplaisir 2019,2019,Côtes-du-Rhône-Villages 'Valréas',0,Château Montplaisir,12.9,3.9,109
570,Réserve du Mas Les Baux de Provence,Réserve du Mas Les Baux de Provence 2020,2020,Les Baux-de-Provence,0,Mas de la Dame,12.9,3.8,874
571,Fer de Soif Mansois Marcillac,Fer de Soif Mansois Marcillac 2022,2022,Marcillac,0,Lionel Osmin & Cie,12.9,3.8,196
572,Grande Recolté Rouge,Grande Recolté Rouge 2019,2019,Côtes de Provence,0,Château de Berne,12.9,3.4,215
573,Cuvée Les Cancres,Cuvée Les Cancres 2019,2019,Vin de France,0,Les Grands Enfants,12.9,3.9,55
574,Melting Potes,Melting Potes 2021,2021,Vin de France,0,Sérol,12.9,3.8,150
575,Les Monestiers Syrah Collines Rhodaniennes,Les Monestiers Syrah Collines Rhodaniennes 2019,2019,Collines Rhodaniennes,0,David Reynaud,12.9,3.6,898
576,La Pierre Figée,La Pierre Figée 2020,2020,Coteaux du Libron,0,Domaine d'Emile et Rose,12.9,3.7,102
577,Le Caprice de Clémentine Rouge,Le Caprice de Clémentine Rouge 2021,2021,Côtes de Provence,0,Château Les Valentines,12.9,3.8,588
578,Collezzione Rouge,Collezzione Rouge 2020,2020,Ile de Beaute,0,Domaine Vecchio,12.9,3.7,281
579,Groslot Rouge,Groslot Rouge 2020,2020,Vin de France,0,Domaine Les Grandes Vignes - Vaillant,12.9,3.7,956
580,Les Culottes Collioure,Les Culottes Collioure 2021,2021,Collioure,0,Le Dominicain,12.9,3.8,178
581,Cabernet Breton,Cabernet Breton 2020,2020,Anjou,0,Domaine Les Grandes Vignes - Vaillant,12.9,3.9,333
582,Riseis Montepulciano d'Abruzzo,Riseis Montepulciano d'Abruzzo 2020,2020,Montepulciano d’Abruzzo,0,Agriverde,12.9,3.6,888
583,Bordeaux,Bordeaux 2015,2015,Bordeaux,0,Château Compassant,12.9,3.9,467
584,Silice Malbec Cahors,Silice Malbec Cahors 2021,2021,Cahors,0,Château Les Croisille,12.9,3.8,1178
585,Bout d'Zan,Bout d'Zan 2021,2021,Côtes du Rhône,0,Mas de Libian,12.9,3.7,2575
586,Le Petit,Le Petit 2021,2021,Hérault,0,Clos Maïa,12.9,3.5,503
587,You Fuck My Wine,You Fuck My Wine 2021,2021,Vin de France,0,Mas del Périé - Fabien Jouves,12.9,3.7,2732
588,Saumur Champigny,Saumur Champigny 2020,2020,Saumur-Champigny,0,Château de Villeneuve,12.9,3.8,3004
589,Reserve Malbec,Reserve Malbec 2019,2019,Mendoza,0,Trivento,12.9,3.6,83250
590,Le Petit Derna,Le Petit Derna 2018,2018,Aude,0,Domaine de Dernacueillette,12.9,3.9,675
591,Potet Régnié,Potet Régnié 2021,2021,Régnié,0,Dubost,12.9,3.4,68
592,Lirac Rouge,Lirac Rouge 2021,2021,Lirac,0,Rocca Maura - Les Vignerons de Roquemaure,12.9,3.5,428
593,Grés de Montpellier,Grés de Montpellier 2018,2018,Languedoc,0,Clos de l'Amandaie,12.9,3.7,465
594,Cuvée Montplaisir,Cuvée Montplaisir 2019,2019,Côtes-du-Rhône-Villages 'Valréas',0,Château Montplaisir,12.9,3.9,109
595,Réserve du Mas Les Baux de Provence,Réserve du Mas Les Baux de Provence 2020,2020,Les Baux-de-Provence,0,Mas de la Dame,12.9,3.8,874
596,Grande Recolté Rouge,Grande Recolté Rouge 2019,2019,Côtes de Provence,0,Château de Berne,12.9,3.4,215
597,Fer de Soif Mansois Marcillac,Fer de Soif Mansois Marcillac 2022,2022,Marcillac,0,Lionel Osmin & Cie,12.9,3.8,196
598,Cuvée Les Cancres,Cuvée Les Cancres 2019,2019,Vin de France,0,Les Grands Enfants,12.9,3.9,55
599,Melting Potes,Melting Potes 2021,2021,Vin de France,0,Sérol,12.9,3.8,150
600,Les Monestiers Syrah Collines Rhodaniennes,Les Monestiers Syrah Collines Rhodaniennes 2019,2019,Collines Rhodaniennes,0,David Reynaud,12.9,3.6,898
601,La Pierre Figée,La Pierre Figée 2020,2020,Coteaux du Libron,0,Domaine d'Emile et Rose,12.9,3.7,102
602,Le Caprice de Clémentine Rouge,Le Caprice de Clémentine Rouge 2021,2021,Côtes de Provence,0,Château Les Valentines,12.9,3.8,588
603,Collezzione Rouge,Collezzione Rouge 2020,2020,Ile de Beaute,0,Domaine Vecchio,12.9,3.7,281
604,Groslot Rouge,Groslot Rouge 2020,2020,Vin de France,0,Domaine Les Grandes Vignes - Vaillant,12.9,3.7,956
605,Cabernet Breton,Cabernet Breton 2020,2020,Anjou,0,Domaine Les Grandes Vignes - Vaillant,12.9,3.9,333
606,Les Culottes Collioure,Les Culottes Collioure 2021,2021,Collioure,0,Le Dominicain,12.9,3.8,178
607,Riseis Montepulciano d'Abruzzo,Riseis Montepulciano d'Abruzzo 2020,2020,Montepulciano d’Abruzzo,0,Agriverde,12.9,3.6,888
608,Bordeaux,Bordeaux 2015,2015,Bordeaux,0,Château Compassant,12.9,3.9,467
609,Silice Malbec Cahors,Silice Malbec Cahors 2021,2021,Cahors,0,Château Les Croisille,12.9,3.8,1178
610,Bout d'Zan,Bout d'Zan 2021,2021,Côtes du Rhône,0,Mas de Libian,12.9,3.7,2575
611,Le Petit,Le Petit 2021,2021,Hérault,0,Clos Maïa,12.9,3.5,503
612,You Fuck My Wine,You Fuck My Wine 2021,2021,Vin de France,0,Mas del Périé - Fabien Jouves,12.9,3.7,2732
613,Saumur Champigny,Saumur Champigny 2020,2020,Saumur-Champigny,0,Château de Villeneuve,12.9,3.8,3004
614,Reserve Malbec,Reserve Malbec 2019,2019,Mendoza,0,Trivento,12.9,3.6,83250
615,Le Petit Derna,Le Petit Derna 2018,2018,Aude,0,Domaine de Dernacueillette,12.9,3.9,675
616,Potet Régnié,Potet Régnié 2021,2021,Régnié,0,Dubost,12.9,3.4,68
617,Lirac Rouge,Lirac Rouge 2021,2021,Lirac,0,Rocca Maura - Les Vignerons de Roquemaure,12.9,3.5,428
618,Grés de Montpellier,Grés de Montpellier 2018,2018,Languedoc,0,Clos de l'Amandaie,12.9,3.7,465
619,Cuvée Montplaisir,Cuvée Montplaisir 2019,2019,Côtes-du-Rhône-Villages 'Valréas',0,Château Montplaisir,12.9,3.9,109
620,Réserve du Mas Les Baux de Provence,Réserve du Mas Les Baux de Provence 2020,2020,Les Baux-de-Provence,0,Mas de la Dame,12.9,3.8,874
621,Grande Recolté Rouge,Grande Recolté Rouge 2019,2019,Côtes de Provence,0,Château de Berne,12.9,3.4,215
622,Fer de Soif Mansois Marcillac,Fer de Soif Mansois Marcillac 2022,2022,Marcillac,0,Lionel Osmin & Cie,12.9,3.8,196
623,Cuvée Les Cancres,Cuvée Les Cancres 2019,2019,Vin de France,0,Les Grands Enfants,12.9,3.9,55
624,Melting Potes,Melting Potes 2021,2021,Vin de France,0,Sérol,12.9,3.8,150
625,Les Monestiers Syrah Collines Rhodaniennes,Les Monestiers Syrah Collines Rhodaniennes 2019,2019,Collines Rhodaniennes,0,David Reynaud,12.9,3.6,898
626,La Pierre Figée,La Pierre Figée 2020,2020,Coteaux du Libron,0,Domaine d'Emile et Rose,12.9,3.7,102
627,Le Caprice de Clémentine Rouge,Le Caprice de Clémentine Rouge 2021,2021,Côtes de Provence,0,Château Les Valentines,12.9,3.8,588
628,Collezzione Rouge,Collezzione Rouge 2020,2020,Ile de Beaute,0,Domaine Vecchio,12.9,3.7,281
629,Groslot Rouge,Groslot Rouge 2020,2020,Vin de France,0,Domaine Les Grandes Vignes - Vaillant,12.9,3.7,956
630,Les Culottes Collioure,Les Culottes Collioure 2021,2021,Collioure,0,Le Dominicain,12.9,3.8,178
631,Cabernet Breton,Cabernet Breton 2020,2020,Anjou,0,Domaine Les Grandes Vignes - Vaillant,12.9,3.9,333
632,Riseis Montepulciano d'Abruzzo,Riseis Montepulciano d'Abruzzo 2020,2020,Montepulciano d’Abruzzo,0,Agriverde,12.9,3.6,888
633,Bordeaux,Bordeaux 2015,2015,Bordeaux,0,Château Compassant,12.9,3.9,467
634,Silice Malbec Cahors,Silice Malbec Cahors 2021,2021,Cahors,0,Château Les Croisille,12.9,3.8,1178
635,Bout d'Zan,Bout d'Zan 2021,2021,Côtes du Rhône,0,Mas de Libian,12.9,3.7,2575
636,Le Petit,Le Petit 2021,2021,Hérault,0,Clos Maïa,12.9,3.5,503
637,You Fuck My Wine,You Fuck My Wine 2021,2021,Vin de France,0,Mas del Périé - Fabien Jouves,12.9,3.7,2732
638,Saumur Champigny,Saumur Champigny 2020,2020,Saumur-Champigny,0,Château de Villeneuve,12.9,3.8,3004
639,Reserve Malbec,Reserve Malbec 2019,2019,Mendoza,0,Trivento,12.9,3.6,83250
640,Le Petit Derna,Le Petit Derna 2018,2018,Aude,0,Domaine de Dernacueillette,12.9,3.9,675
641,Potet Régnié,Potet Régnié 2021,2021,Régnié,0,Dubost,12.9,3.4,68
642,Lirac Rouge,Lirac Rouge 2021,2021,Lirac,0,Rocca Maura - Les Vignerons de Roquemaure,12.9,3.5,428
643,Grés de Montpellier,Grés de Montpellier 2018,2018,Languedoc,0,Clos de l'Amandaie,12.9,3.7,465
644,Cuvée Montplaisir,Cuvée Montplaisir 2019,2019,Côtes-du-Rhône-Villages 'Valréas',0,Château Montplaisir,12.9,3.9,109
645,Réserve du Mas Les Baux de Provence,Réserve du Mas Les Baux de Provence 2020,2020,Les Baux-de-Provence,0,Mas de la Dame,12.9,3.8,874
646,Fer de Soif Mansois Marcillac,Fer de Soif Mansois Marcillac 2022,2022,Marcillac,0,Lionel Osmin & Cie,12.9,3.8,196
647,Grande Recolté Rouge,Grande Recolté Rouge 2019,2019,Côtes de Provence,0,Château de Berne,12.9,3.4,215
648,Cuvée Les Cancres,Cuvée Les Cancres 2019,2019,Vin de France,0,Les Grands Enfants,12.9,3.9,55
649,Melting Potes,Melting Potes 2021,2021,Vin de France,0,Sérol,12.9,3.8,150
650,Les Monestiers Syrah Collines Rhodaniennes,Les Monestiers Syrah Collines Rhodaniennes 2019,2019,Collines Rhodaniennes,0,David Reynaud,12.9,3.6,898
651,La Pierre Figée,La Pierre Figée 2020,2020,Coteaux du Libron,0,Domaine d'Emile et Rose,12.9,3.7,102
652,Le Caprice de Clémentine Rouge,Le Caprice de Clémentine Rouge 2021,2021,Côtes de Provence,0,Château Les Valentines,12.9,3.8,588
653,Collezzione Rouge,Collezzione Rouge 2020,2020,Ile de Beaute,0,Domaine Vecchio,12.9,3.7,281
654,Groslot Rouge,Groslot Rouge 2020,2020,Vin de France,0,Domaine Les Grandes Vignes - Vaillant,12.9,3.7,956
655,Les Culottes Collioure,Les Culottes Collioure 2021,2021,Collioure,0,Le Dominicain,12.9,3.8,178
656,Cabernet Breton,Cabernet Breton 2020,2020,Anjou,0,Domaine Les Grandes Vignes - Vaillant,12.9,3.9,333
657,Riseis Montepulciano d'Abruzzo,Riseis Montepulciano d'Abruzzo 2020,2020,Montepulciano d’Abruzzo,0,Agriverde,12.9,3.6,888
658,Bordeaux,Bordeaux 2015,2015,Bordeaux,0,Château Compassant,12.9,3.9,467
659,Silice Malbec Cahors,Silice Malbec Cahors 2021,2021,Cahors,0,Château Les Croisille,12.9,3.8,1178
660,Bout d'Zan,Bout d'Zan 2021,2021,Côtes du Rhône,0,Mas de Libian,12.9,3.7,2575
661,Le Petit,Le Petit 2021,2021,Hérault,0,Clos Maïa,12.9,3.5,503
662,You Fuck My Wine,You Fuck My Wine 2021,2021,Vin de France,0,Mas del Périé - Fabien Jouves,12.9,3.7,2732
663,Saumur Champigny,Saumur Champigny 2020,2020,Saumur-Champigny,0,Château de Villeneuve,12.9,3.8,3004
664,Reserve Malbec,Reserve Malbec 2019,2019,Mendoza,0,Trivento,12.9,3.6,83250
665,Le Petit Derna,Le Petit Derna 2018,2018,Aude,0,Domaine de Dernacueillette,12.9,3.9,675
666,Potet Régnié,Potet Régnié 2021,2021,Régnié,0,Dubost,12.9,3.4,68
667,Lirac Rouge,Lirac Rouge 2021,2021,Lirac,0,Rocca Maura - Les Vignerons de Roquemaure,12.9,3.5,428
668,Grés de Montpellier,Grés de Montpellier 2018,2018,Languedoc,0,Clos de l'Amandaie,12.9,3.7,465
669,Cuvée Montplaisir,Cuvée Montplaisir 2019,2019,Côtes-du-Rhône-Villages 'Valréas',0,Château Montplaisir,12.9,3.9,109
670,Réserve du Mas Les Baux de Provence,Réserve du Mas Les Baux de Provence 2020,2020,Les Baux-de-Provence,0,Mas de la Dame,12.9,3.8,874
671,Grande Recolté Rouge,Grande Recolté Rouge 2019,2019,Côtes de Provence,0,Château de Berne,12.9,3.4,215
672,Fer de Soif Mansois Marcillac,Fer de Soif Mansois Marcillac 2022,2022,Marcillac,0,Lionel Osmin & Cie,12.9,3.8,196
673,Cuvée Les Cancres,Cuvée Les Cancres 2019,2019,Vin de France,0,Les Grands Enfants,12.9,3.9,55
674,Melting Potes,Melting Potes 2021,2021,Vin de France,0,Sérol,12.9,3.8,150
675,Les Monestiers Syrah Collines Rhodaniennes,Les Monestiers Syrah Collines Rhodaniennes 2019,2019,Collines Rhodaniennes,0,David Reynaud,12.9,3.6,898
676,La Pierre Figée,La Pierre Figée 2020,2020,Coteaux du Libron,0,Domaine d'Emile et Rose,12.9,3.7,102
677,Le Caprice de Clémentine Rouge,Le Caprice de Clémentine Rouge 2021,2021,Côtes de Provence,0,Château Les Valentines,12.9,3.8,588
678,Collezzione Rouge,Collezzione Rouge 2020,2020,Ile de Beaute,0,Domaine Vecchio,12.9,3.7,281
679,Groslot Rouge,Groslot Rouge 2020,2020,Vin de France,0,Domaine Les Grandes Vignes - Vaillant,12.9,3.7,956
680,Les Culottes Collioure,Les Culottes Collioure 2021,2021,Collioure,0,Le Dominicain,12.9,3.8,178
681,Cabernet Breton,Cabernet Breton 2020,2020,Anjou,0,Domaine Les Grandes Vignes - Vaillant,12.9,3.9,333
682,Riseis Montepulciano d'Abruzzo,Riseis Montepulciano d'Abruzzo 2020,2020,Montepulciano d’Abruzzo,0,Agriverde,12.9,3.6,888
683,Bordeaux,Bordeaux 2015,2015,Bordeaux,0,Château Compassant,12.9,3.9,467
684,Silice Malbec Cahors,Silice Malbec Cahors 2021,2021,Cahors,0,Château Les Croisille,12.9,3.8,1178
685,Bout d'Zan,Bout d'Zan 2021,2021,Côtes du Rhône,0,Mas de Libian,12.9,3.7,2575
686,Le Petit,Le Petit 2021,2021,Hérault,0,Clos Maïa,12.9,3.5,503
687,You Fuck My Wine,You Fuck My Wine 2021,2021,Vin de France,0,Mas del Périé - Fabien Jouves,12.9,3.7,2732
688,Saumur Champigny,Saumur Champigny 2020,2020,Saumur-Champigny,0,Château de Villeneuve,12.9,3.8,3004
689,Reserve Malbec,Reserve Malbec 2019,2019,Mendoza,0,Trivento,12.9,3.6,83250
690,Le Petit Derna,Le Petit Derna 2018,2018,Aude,0,Domaine de Dernacueillette,12.9,3.9,675
691,Potet Régnié,Potet Régnié 2021,2021,Régnié,0,Dubost,12.9,3.4,68
692,Lirac Rouge,Lirac Rouge 2021,2021,Lirac,0,Rocca Maura - Les Vignerons de Roquemaure,12.9,3.5,428
693,Grés de Montpellier,Grés de Montpellier 2018,2018,Languedoc,0,Clos de l'Amandaie,12.9,3.7,465
694,Cuvée Montplaisir,Cuvée Montplaisir 2019,2019,Côtes-du-Rhône-Villages 'Valréas',0,Château Montplaisir,12.9,3.9,109
695,Réserve du Mas Les Baux de Provence,Réserve du Mas Les Baux de Provence 2020,2020,Les Baux-de-Provence,0,Mas de la Dame,12.9,3.8,874
696,Fer de Soif Mansois Marcillac,Fer de Soif Mansois Marcillac 2022,2022,Marcillac,0,Lionel Osmin & Cie,12.9,3.8,196
