,wine brand name,wine name,year,region,type,winery,price,rating,no. ratings
66,Pecorino Sostenibile Biologico,Pecorino Sostenibile Biologico 2021,2021,Abruzzo,0,Cantina Tollo,7.2,3.6,106
67,Terres Blanches Côtes de Gascogne,Terres Blanches Côtes de Gascogne 2020,2020,Côtes de Gascogne,0,Domaine Chiroulet,7.2,3.7,1180
68,Clarisse Côtes Catalanes,Clarisse Côtes Catalanes 2022,2022,Côtes Catalanes,0,Domaine Piquemal,7.2,3.4,63
69,Pigmentum Sauvignon Blanc,Pigmentum Sauvignon Blanc 2021,2021,Buzet,0,Georges Vigouroux,7.2,3.4,64
70,Chenin Blanc (Free-Run Steen),Chenin Blanc (Free-Run Steen) 2016,2016,Kuststreek,0,MAN,7.2,3.6,6115
71,Chardonnay,Chardonnay 2022,2022,Cevennes,0,Vignerons de Tornac,7.25,3.6,128
72,Nomad Chardonnay,Nomad Chardonnay 2019,2019,Dealu Mare,0,Aurelia Visinescu,7.28,3.5,84
73,Chardonnay (Padstal),Chardonnay (Padstal) 2015,2015,Kuststreek,0,MAN,7.29,3.4,1389
74,Cuvée des Chartreux Belle Emilie Blanc,Cuvée des Chartreux Belle Emilie Blanc 2022,2022,Gard,0,Cellier des Chartreux,7.3,3.2,453
75,Cuvée des Chartreux Belle Emilie Blanc,Cuvée des Chartreux Belle Emilie Blanc 2022,2022,Gard,0,Cellier des Chartreux,7.3,3.2,453
76,L'Infini Blanc,L'Infini Blanc 2021,2021,Côtes Catalanes,0,Domaine du Paradis,7.3,3.6,166
77,Soave Classico,Soave Classico 2021,2021,Soave Classico,0,Campagnola,7.35,3.5,834
78,Sauvignon,Sauvignon 2021,2021,Côtes de Duras,0,Domaine de Laulan,7.4,3.8,229
79,L'Été Gascon Blanc,L'Été Gascon Blanc 2022,2022,Côtes de Gascogne,0,Domaine de Pellehaut,7.4,4.1,5276
80,Graves Blanc,Graves Blanc 2020,2020,Graves,0,Château du Mouret,7.5,3.7,271
81,L'Impertinent Bordeaux Blanc,L'Impertinent Bordeaux Blanc 2021,2021,Bordeaux,0,Vignobles Perez,7.5,3.8,25
82,Zangre Blanc,Zangre Blanc 2022,2022,Pays d'Oc,0,Famille Cros Pujol,7.5,3.7,29
83,Les Vignes de Bila-Haut Côtes du Roussillon Blanc,Les Vignes de Bila-Haut Côtes du Roussillon Blanc 2021,2021,Côtes du Roussillon,0,M. Chapoutier,7.5,3.6,1762
84,Illico Blanc,Illico Blanc 2022,2022,Côtes Catalanes,0,Domaine des Schistes,7.5,3.6,339
85,Le Mas de Vessière Blanc,Le Mas de Vessière Blanc 2022,2022,Pays d'Oc,0,Château Vessière,7.5,3.6,98
86,L'Indecent Blanc,L'Indecent Blanc 2019,2019,Pays d'Oc,0,Clos d'Elle,7.5,3.3,41
87,Terres Blanches Côtes de Gascogne,Terres Blanches Côtes de Gascogne 2021,2021,Côtes de Gascogne,0,Domaine Chiroulet,7.5,3.7,1180
88,Graves Blanc,Graves Blanc 2016,2016,Graves,0,Château Puy Boyrein,7.5,3.3,44
89,Les Vignes Retrouvées Saint-Mont Blanc,Les Vignes Retrouvées Saint-Mont Blanc 2020,2020,Saint-Mont,0,Plaimont,7.5,3.7,1005
90,Elise Côtes Catalanes,Elise Côtes Catalanes 2022,2022,Côtes Catalanes,0,Domaine Piquemal,7.5,3.7,55
91,Blanc,Blanc 2022,2022,Var,0,Domaine Escaravatiers,7.5,3.7,44
92,Riesling,Riesling 2020,2020,Elzas,0,Joseph Cattin,7.5,3.6,1552
93,Molino a Vento Grillo,Molino a Vento Grillo 2021,2021,Terre Siciliane,0,Tenute Orestiadi,7.52,3.4,997
94,Viña Esmeralda,Viña Esmeralda 2014,2014,Catalonië,0,Familia Torres,7.56,4.0,48231
95,Sauvignon,Sauvignon 2021,2021,Pays d'Oc,0,Château Salitis,7.6,3.4,62
96,Graves Blanc,Graves Blanc 2012,2012,Bordeaux,0,Château Bel Air Gallier,7.65,3.4,59
97,Carpio Bianco,Carpio Bianco 2021,2021,Benaco Bresciano,0,Cantine La Pergola,7.68,3.6,96
98,Collection Viognier,Collection Viognier 2022,2022,Pays d'Oc,0,Gayda,7.7,3.8,452
99,Nomad Feteasca Regala,Nomad Feteasca Regala 2018,2018,Dealu Mare,0,Aurelia Visinescu,7.7,3.6,98
100,Collection Viognier,Collection Viognier 2022,2022,Pays d'Oc,0,Gayda,7.7,3.8,452
101,Nomad Feteasca Regala,Nomad Feteasca Regala 2018,2018,Dealu Mare,0,Aurelia Visinescu,7.7,3.6,98
102,Bordeaux Blanc,Bordeaux Blanc 2018,2018,Bordeaux,0,Château La Tour Saint Blaise,7.7,3.8,61
103,Chèvrefeuille Valençay,Chèvrefeuille Valençay 2021,2021,Valençay,0,Francis Jourdain - Domaine des Moreaux,7.75,3.8,293
104,Chardonnay - Gros Manseng (Terre de Feu),Chardonnay - Gros Manseng (Terre de Feu) 2021,2021,Côtes de Gascogne,0,Villa Dria,7.75,3.8,311
105,Les Grains Viognier,Les Grains Viognier 2022,2022,Méditerranée,0,Marrenon,7.75,3.6,585
106,Chèvrefeuille Valençay,Chèvrefeuille Valençay 2022,2022,Valençay,0,Francis Jourdain - Domaine des Moreaux,7.75,3.8,293
107,Ecceterra Blanco,Ecceterra Blanco 2022,2022,Hérault,0,Domaine du Clos Roca,7.8,3.7,116
108,Bouquet de Blancs,Bouquet de Blancs 2020,2020,Pays d'Oc,0,Mas Montel - Mas Granier,7.8,3.6,88
109,Entre-Deux-Mers,Entre-Deux-Mers 2020,2020,Entre-deux-Mers,0,Château Vrai Caillou,7.82,3.5,412
110,Violon d'Ingres Blanc,Violon d'Ingres Blanc 2022,2022,Alpilles,0,Domaine le Grand Castelet,7.8966666666666665,3.8,100
111,Dans l'air du Temps Chardonnay,Dans l'air du Temps Chardonnay 2021,2021,Languedoc-Roussillon,0,Jeff Carrel,7.9,3.8,1130
112,La Belle Étoile Blanc,La Belle Étoile Blanc 2021,2021,Gard,0,Château de Manissy,7.9,3.3,47
113,Marius Vermentino,Marius Vermentino 2020,2020,Pays d'Oc,0,M. Chapoutier,7.9,3.7,3764
114,Le Petit Courselle Les Copinnes Blanc,Le Petit Courselle Les Copinnes Blanc 2021,2021,Vin de France,0,Marie & Sylvie Courselle,7.9,3.4,556
115,Graves Blanc,Graves Blanc 2020,2020,Graves,0,Château Puy Boyrein,7.9,3.3,44
116,Verdejo,Verdejo 2020,2020,Rueda,0,Intruso,7.9,3.7,270
117,Insolent Blanc,Insolent Blanc 2022,2022,Côtes Catalanes,0,Deprade Jorda,7.9,4.3,71
118,Vieille Mule Blanc,Vieille Mule Blanc 2021,2021,Côtes Catalanes,0,Jeff Carrel,7.9,3.5,1044
119,Chardonnay,Chardonnay 2021,2021,Veneto,0,Campagnola,7.9,3.7,469
120,Chardonnay de Pennautier,Chardonnay de Pennautier 2021,2021,Pays d'Oc,0,Château de Pennautier,7.9,3.5,625
121,Roussanne,Roussanne 2022,2022,Pays d'Oc,0,Les Jamelles,7.95,3.6,101
122,Riesling Kabinett Feinherb,Riesling Kabinett Feinherb 2021,2021,Rheinhessen,0,Peter Mertes Gold Edition,7.95,4.1,1382
123,L'Eclat Côtes de Gascogne,L'Eclat Côtes de Gascogne 2022,2022,Côtes de Gascogne,0,Domaine de Joy,7.95,3.6,947
124,El Abuelo Verdejo - Sauvignon Blanc,El Abuelo Verdejo - Sauvignon Blanc 2022,2022,Almansa,0,Bodegas Piqueras,7.95,3.9,1461
125,Roussanne,Roussanne 2022,2022,Pays d'Oc,0,Les Jamelles,7.95,3.6,101
126,Riesling Kabinett Feinherb,Riesling Kabinett Feinherb 2021,2021,Rheinhessen,0,Peter Mertes Gold Edition,7.95,4.1,1382
127,L'Eclat Côtes de Gascogne,L'Eclat Côtes de Gascogne 2022,2022,Côtes de Gascogne,0,Domaine de Joy,7.95,3.6,947
128,El Abuelo Verdejo - Sauvignon Blanc,El Abuelo Verdejo - Sauvignon Blanc 2022,2022,Almansa,0,Bodegas Piqueras,7.95,3.9,1461
129,No 4 Côtes de Gascogne Gros - Petit Manseng,No 4 Côtes de Gascogne Gros - Petit Manseng 2022,2022,Côtes de Gascogne,0,Uby,7.96,4.2,8361
130,Falanghina Beneventano,Falanghina Beneventano 2022,2022,Falanghina del Beneventano,0,Bellamico,7.99,3.1,72
131,Graves de Vayres Blanc,Graves de Vayres Blanc 2018,2018,Graves de Vayres,0,Château Lesparre,8.0,3.7,44
132,Verdeca,Verdeca 2020,2020,Puglia,0,Cantele,8.0,3.5,646
133,Nova Ona Blanc,Nova Ona Blanc 2022,2022,Languedoc-Roussillon,0,Chateau des Hospices,8.0,3.8,29
134,Elicio Vermentino,Elicio Vermentino 2019,2019,Méditerranée,0,Caravinserail,8.0,3.7,318
135,Les Balmettes Blanc,Les Balmettes Blanc 2022,2022,Côtes Catalanes,0,Mas Cremat,8.0,3.3,50
136,Voltige Gaillac,Voltige Gaillac 2016,2016,Gaillac,0,Château Adelaide,8.0,3.6,79
137,Artisan Tamaioasa Romaneasca Sec,Artisan Tamaioasa Romaneasca Sec 2018,2018,Dealu Mare,0,Aurelia Visinescu,8.0,3.8,441
138,Cameleon White,Cameleon White 2018,2018,Dealu Mare,0,Lacerta,8.0,3.0,33
139,Sémillon - Chardonnay,Sémillon - Chardonnay 2020,2020,Zuid-Australië,0,Rawson's Retreat,8.0,3.4,1687
140,C Chardonnay,C Chardonnay 2022,2022,Pays d'Oc,0,Famille Jean-Pierre  Rambier - Domaine Haut-Lirou,8.0,3.8,40
141,Pays d'Oc 6ème Sens White,Pays d'Oc 6ème Sens White 2022,2022,Pays d'Oc,0,Gérard Bertrand,8.01,3.3,1971
142,Viognier,Viognier 2022,2022,Pays d'Oc,0,Les Jamelles,8.05,3.7,3595
143,Sauvignon Blanc,Sauvignon Blanc 2022,2022,Pays d'Oc,0,Les Jamelles,8.05,3.5,3810
144,Traminer Aromatico,Traminer Aromatico 2022,2022,Venezia,0,Ca'Tullio,8.08,3.8,318
145,Pinot Grigio,Pinot Grigio 2022,2022,Friuli-Venezia Giulia,0,Ca'Tullio,8.08,3.6,359
146,Chardonnay,Chardonnay 2022,2022,Colli Orientali del Friuli,0,Ca'Tullio,8.08,3.3,48
147,Sauvignon,Sauvignon 2022,2022,Colli Orientali del Friuli,0,Ca'Tullio,8.08,3.5,66
148,Sylvaner Alsace,Sylvaner Alsace 2011,2011,Elzas,0,Gustave Lorentz,8.1,3.4,69
149,Viognier,Viognier 2022,2022,Pays d'Oc,0,Les Vignerons du Sommiérois,8.1,3.3,39
150,Sylvaner Alsace,Sylvaner Alsace 2011,2011,Elzas,0,Gustave Lorentz,8.1,3.4,69
151,Viognier,Viognier 2022,2022,Pays d'Oc,0,Les Vignerons du Sommiérois,8.1,3.3,39
152,Chardonnay,Chardonnay 2022,2022,Pays d'Oc,0,Sainte Magdelaine,8.1,3.3,345
153,Sylvaner Alsace,Sylvaner Alsace 2010,2010,Elzas,0,Gustave Lorentz,8.1,3.4,69
154,Chardonnay,Chardonnay 2022,2022,Languedoc-Roussillon,0,Les Vignerons du Sommiérois,8.1,3.4,29
155,No. 1 Sauvignon Blanc,No. 1 Sauvignon Blanc 2015,2015,Bordeaux,0,Dourthe,8.1,3.6,84
156,Pigmentum Gros Manseng,Pigmentum Gros Manseng 2021,2021,Gascogne,0,Georges Vigouroux,8.1,3.9,310
157,Bianco (Cariddi),Bianco (Cariddi) 2020,2020,Sicilia,0,Colosi,8.18,3.6,404
158,Le Tre Roero Arneis,Le Tre Roero Arneis 2022,2022,Roero,0,Malabaila,8.18,3.8,226
159,Jardin des Anges Sauvignon Touraine,Jardin des Anges Sauvignon Touraine 2020,2020,Touraine,0,Oisly Thésée,8.19,3.5,79
160,Sauvignon Blanc Val de Loire,Sauvignon Blanc Val de Loire 2021,2021,Val de Loire,0,J. de Villebois,8.2,3.8,3768
161,Sauvignon Blanc Val de Loire,Sauvignon Blanc Val de Loire 2022,2022,Val de Loire,0,J. de Villebois,8.2,3.8,3768
162,Cuvée Expression Costières de Nîmes Blanc,Cuvée Expression Costières de Nîmes Blanc 2022,2022,Costières-de-Nîmes,0,Château Beaubois,8.23,3.6,314
163,Sauvignon Blanc Bordeaux,Sauvignon Blanc Bordeaux 2014,2014,Bordeaux,0,N°1 de Dourthe,8.28,3.6,3431
164,Trebbiano d'Abruzzo,Trebbiano d'Abruzzo 2021,2021,Trebbiano d'Abruzzo,0,Citra,8.28,3.2,767
165,Gewürztraminer,Gewürztraminer 2021,2021,Pays d'Oc,0,Les Jamelles,8.3,3.8,330
166,Pinot Grigio delle Venezie,Pinot Grigio delle Venezie 2021,2021,delle Venezie,0,Vaja,8.3,3.4,37
167,Signature Blanc,Signature Blanc 2022,2022,Côtes de Gascogne,0,Domaine Saint-Lannes,8.3,3.8,1804
168,Pinot Gris,Pinot Gris 2021,2021,Pays d'Oc,0,Les Jamelles,8.3,3.8,743
169,Riesling,Riesling 2010,2010,Elzas,0,Gustave Lorentz,8.31,3.6,430
170,Terra Sana  Sauvignon Blanc Côtes de Gascogne,Terra Sana  Sauvignon Blanc Côtes de Gascogne 2018,2018,Côtes de Gascogne,0,François Lurton,8.32,3.4,163
171,Chardonnay,Chardonnay 2022,2022,Pays d'Oc,0,Domaine Py,8.33,3.5,304
172,Palio Pecorino Terre di Chieti,Palio Pecorino Terre di Chieti 2022,2022,Terre di Chieti,0,Citra,8.38,3.7,540
173,Respiro di Terra Primitivo,Respiro di Terra Primitivo 2020,2020,Puglia,0,Casa Vinicola Errico,8.38,4.0,33
174,Cantalupi Chardonnay Salento,Cantalupi Chardonnay Salento 2022,2022,Salento,0,Conti Zecca,8.38,3.3,536
175,Palio Pecorino Terre di Chieti,Palio Pecorino Terre di Chieti 2022,2022,Terre di Chieti,0,Citra,8.38,3.7,540
176,Respiro di Terra Primitivo,Respiro di Terra Primitivo 2020,2020,Puglia,0,Casa Vinicola Errico,8.38,4.0,33
177,Cantalupi Chardonnay Salento,Cantalupi Chardonnay Salento 2022,2022,Salento,0,Conti Zecca,8.38,3.3,536
178,Gewürztraminer,Gewürztraminer 2021,2021,Pays d'Oc,0,Maison Castel,8.38,3.5,78
179,Tyrsos Vermentino di Sardegna,Tyrsos Vermentino di Sardegna 2022,2022,Vermentino di Sardegna,0,Contini,8.38,3.6,1330
180,Reserve Bordeaux Blanc,Reserve Bordeaux Blanc 2021,2021,Bordeaux,0,Château Lamothe-Vincent,8.4,3.8,50
181,Cotes de Gascogne,Cotes de Gascogne 2020,2020,Côtes de Gascogne,0,Domaine du Touĵa,8.4,3.6,484
182,Verdejo Single Vineyard Blanco,Verdejo Single Vineyard Blanco 2021,2021,Jumilla,0,Olivares,8.4,3.5,158
183,Muscat Sec,Muscat Sec 2021,2021,Pays d'Oc,0,Les Jamelles,8.4,3.9,537
184,Chardonnay,Chardonnay 2022,2022,Pays d'Oc,0,Côte des Roses,8.4,3.7,2138
185,Entre-deux-Mers,Entre-deux-Mers 2022,2022,Entre-deux-Mers,0,Château Landereau,8.4,3.9,2099
186,Closi Le Petit Muscat Sec,Closi Le Petit Muscat Sec 2022,2022,Méditerranée,0,Domaine Boudau,8.4,3.8,130
187,Chardonnay,Chardonnay 2021,2021,Pays d'Oc,0,Les Jamelles,8.4,3.6,4397
188,Aux 4 Vents Blanc,Aux 4 Vents Blanc 2022,2022,Hérault,0,Clos Bagatelle,8.43,3.4,75
189,Trebbiano d'Abruzzo,Trebbiano d'Abruzzo 2022,2022,Trebbiano d'Abruzzo,0,La Valentina,8.48,3.4,452
190,Drôle d'Oiseau Blanc,Drôle d'Oiseau Blanc 2019,2019,Pays d'Oc,0,Gérard Bertrand,8.49,3.3,49
191,Loup y es-tu,Loup y es-tu 2021,2021,Languedoc,0,Domaine de l'Hortus,8.49,3.7,900
192,K Blanc,K Blanc 2022,2022,Vaucluse,0,Le Clos de Garaud,8.496666666666666,3.7,35
193,Terres Blanches Muscat Sec,Terres Blanches Muscat Sec 2019,2019,Pays d'Oc,0,Cave des Vignerons de Frontignan,8.5,3.9,935
194,L'Été Gascon Blanc,L'Été Gascon Blanc 2021,2021,Côtes de Gascogne,0,Domaine de Pellehaut,8.5,4.1,5276
195,Côtes de Bourg Graines Blanches,Côtes de Bourg Graines Blanches 2019,2019,Côtes de Bourg,0,Château Mercier,8.5,3.8,138
196,Sauvignon,Sauvignon 2018,2018,Hérault,0,Domaine la Colombette,8.5,3.7,932
197,Jolie Môme Muscat Sec Perlant,Jolie Môme Muscat Sec Perlant 2022,2022,Pays d'Oc,0,Sarrat de Goundy,8.5,3.8,59
198,Mar Blanc,Mar Blanc 2022,2022,Côtes du Roussillon,0,Clos des Vins d'Amour,8.5,3.8,186
199,Chenin - Chardonnay Côtes De Gascogne,Chenin - Chardonnay Côtes De Gascogne 2022,2022,Côtes de Gascogne,0,Domaine du Tariquet,8.5,3.6,1056
200,Terres Blanches Muscat Sec,Terres Blanches Muscat Sec 2019,2019,Pays d'Oc,0,Cave des Vignerons de Frontignan,8.5,3.9,935
201,L'Été Gascon Blanc,L'Été Gascon Blanc 2021,2021,Côtes de Gascogne,0,Domaine de Pellehaut,8.5,4.1,5276
202,Côtes de Bourg Graines Blanches,Côtes de Bourg Graines Blanches 2019,2019,Côtes de Bourg,0,Château Mercier,8.5,3.8,138
203,Sauvignon,Sauvignon 2018,2018,Hérault,0,Domaine la Colombette,8.5,3.7,932
204,Jolie Môme Muscat Sec Perlant,Jolie Môme Muscat Sec Perlant 2022,2022,Pays d'Oc,0,Sarrat de Goundy,8.5,3.8,59
205,Mar Blanc,Mar Blanc 2022,2022,Côtes du Roussillon,0,Clos des Vins d'Amour,8.5,3.8,186
206,Chenin - Chardonnay Côtes De Gascogne,Chenin - Chardonnay Côtes De Gascogne 2022,2022,Côtes de Gascogne,0,Domaine du Tariquet,8.5,3.6,1056
207,K Ré Blanc,K Ré Blanc 2022,2022,Côtes Catalanes,0,Château Lafforgue,8.5,4.0,47
208,Sauvignon Blanc Bordeaux,Sauvignon Blanc Bordeaux 2021,2021,Bordeaux,0,N°1 de Dourthe,8.5,3.6,3431
209,Les Villas Villa Côte d'Argent,Les Villas Villa Côte d'Argent 2022,2022,Vin de France,0,Lionel Osmin & Cie,8.5,3.9,432
210,Ca'Preella Soave,Ca'Preella Soave 2021,2021,Soave,0,Lamberti,8.5,3.3,81
211,Montis Régalis,Montis Régalis 2019,2019,Vin de France,0,Dominique Andiran,8.5,3.7,182
212,Maccabeu,Maccabeu 2022,2022,Côtes Catalanes,0,Domaine Grier,8.5,3.8,161
213,Entre-Deux-Mers Blanc,Entre-Deux-Mers Blanc 2021,2021,Entre-deux-Mers,0,Château Turcaud,8.5,3.8,1903
214,Blanc,Blanc 2021,2021,Méditerranée,0,Figuière,8.5,3.8,245
215,Vermentino,Vermentino 2021,2021,Pays d'Oc,0,Les Jamelles,8.5,3.8,321
216,Classic Graves Blanc,Classic Graves Blanc 2020,2020,Graves,0,Château de Respide,8.5,3.7,544
